,Entity,year,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,ESG_DISCLOSURE_SCORE,ALTMAN_Z_SCORE,RETURN_COM_EQY,PE_RATIO,TOBIN_Q_RATIO,NUMBER_OF_DIRECTORS_ON_BOARD,INDEPENDENT_DIRECTORS,CEO_DUALITY,BOARD_MEETING_ATTENDANCE_PCT,PCT_INDEPENDENT_DIRECTORS,PCT_IND_DIRECTORS_ON_AUDIT_CMTE,NUM_IND_DIR_ON_CMPNSTN_CMTE,PCT_OF_IND_DIRECTORS_ON_NOM_CMTE,CLASSIFIED_BOARD_SYSTEM,PCT_WOMEN_ON_BOARD,BOARD_DURATION,RETURN_ON_ASSET,TOT_DEBT_TO_TOT_ASSET,IS_RD_EXPEND
0,RIL,31-03-2006,35.66,28.07,46.43,36.36,3.26,20.4,11.67,1.62,0.0,7.0,1.0,92.91,58.33,0.0,0.0,0.0,0.0,0.0,0.0,10.549,24.1,1103.4
1,RIL,31-03-2007,47.29,38.6,62.5,48.76,3.24,20.25,16.5,1.93,0.0,7.0,1.0,95.37,58.33,0.0,0.0,0.0,0.0,0.0,0.0,10.527,25.39,3247.0
2,RIL,31-03-2008,47.29,47.37,62.5,50.83,3.62,25.4,16.87,2.39,0.0,8.0,1.0,95.56,61.54,100.0,4.0,100.0,1.0,0.0,0.0,12.697,28.98,3082.4
3,RIL,31-03-2009,47.29,47.37,73.21,53.31,2.14,14.48,14.09,1.36,0.0,8.0,1.0,93.41,61.54,100.0,4.0,100.0,1.0,0.0,3.0,7.1104,30.99,3367.4
4,RIL,31-03-2010,47.29,47.37,67.86,52.07,3.04,18.69,13.05,1.69,0.0,7.0,1.0,85.05,53.85,100.0,3.0,100.0,1.0,0.0,3.0,9.6942,24.9,3450.4
5,RIL,31-03-2011,47.29,47.37,67.86,52.07,3.07,13.08,16.2,1.52,0.0,7.0,1.0,87.5,53.85,100.0,3.0,100.0,1.0,0.0,3.0,6.806,27.36,5172.1
6,RIL,31-03-2012,46.51,49.12,67.86,52.07,2.89,12.19,11.35,1.17,13.0,7.0,1.0,88.46,53.85,100.0,3.0,100.0,1.0,0.0,3.0,6.2151,28.25,9890.0
7,RIL,31-03-2013,59.69,49.12,64.29,58.26,2.74,11.88,10.91,1.12,13.0,7.0,1.0,93.84,53.85,100.0,4.0,100.0,1.0,0.0,3.0,6.0559,29.59,11180.0
8,RIL,31-03-2014,56.59,57.89,64.29,58.68,2.47,11.82,12.16,1.17,14.0,8.0,1.0,95.23,57.14,100.0,4.0,100.0,1.0,0.0,3.0,5.6858,32.36,12180.5
9,RIL,31-03-2015,46.51,57.89,64.29,53.31,1.81,11.3,10.31,1.05,13.0,7.0,1.0,92.85,53.85,100.0,4.0,100.0,1.0,7.692,3.0,5.0499,31.89,12200.0
10,RIL,31-03-2016,47.29,57.89,64.29,53.72,1.16,13.22,10.35,1.13,14.0,8.0,1.0,91.56,61.54,100.0,4.0,100.0,1.0,7.692,3.0,5.3911,30.16,12590.0
11,RIL,31-03-2017,27.13,49.12,64.29,40.91,1.11,12.07,13.04,1.18,14.0,8.0,1.0,92.85,57.14,100.0,4.0,100.0,1.0,7.143,5.0,4.5604,27.6,14480.0
12,RIL,31-03-2018,48.06,49.12,64.29,52.07,1.22,12.95,14.48,1.28,14.0,8.0,1.0,100.0,57.14,100.0,5.0,100.0,1.0,7.143,5.0,4.7197,26.8,18240.0
13,RIL,31-03-2019,48.06,49.12,64.29,52.07,1.64,11.63,20.4,1.42,15.0,8.0,1.0,95.96,57.14,100.0,5.0,100.0,1.0,14.286,5.0,4.3533,28.68,23770.0
14,RIL,31-03-2020,46.99,57.53,67.01,54.1,1.06,8.95,13.74,0.99,15.0,8.0,1.0,96.17,56.34,100.0,5.0,100.0,1.0,12.5829,5.0,4.070358088,28.84,21263.12
15,RIL,31-03-2021,47.04,58.77,67.39,54.51,0.88,8.15,13.75,0.94,15.0,8.0,1.0,96.71,56.26,100.0,5.0,100.0,1.0,13.8468,5.0,3.714761275,28.87,22840.82
16,RIL,31-03-2022,47.1,60.0,67.77,54.92,0.7,7.35,13.76,0.88,15.0,8.0,1.0,97.24,56.18,100.0,5.0,100.0,1.0,15.1107,5.0,3.359164461,28.9,24418.52
17,RIL,31-03-2023,47.16,61.24,68.16,55.33,0.52,6.55,13.77,0.82,16.0,8.0,1.0,97.78,56.1,100.0,5.0,100.0,1.0,16.3746,6.0,3.003567647,28.93,25996.22
18,TCS,31-03-2006,0.0,0.0,0.0,0.0,27.1042,62.6136,31.5924,11.1874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.6832,1.3551,320.4
19,TCS,31-03-2007,8.5271,22.807,42.8571,19.8347,21.7763,56.7399,28.6628,9.4859,0.0,6.0,0.0,89.28,75.0,0.0,0.0,0.0,0.0,12.5,0.0,38.6523,3.843,280.2
20,TCS,31-03-2008,32.5581,43.8596,57.1429,40.9091,13.3021,47.7519,15.7798,4.8207,0.0,6.0,0.0,85.71,54.55,100.0,2.0,66.67,1.0,9.09,0.0,32.688,2.5904,387.8
21,TCS,31-03-2009,41.8605,43.8596,62.5,47.1074,8.7667,37.7569,10.042,2.639,0.0,6.0,0.0,85.71,54.546,100.0,2.0,66.667,1.0,9.091,0.0,26.1496,2.4909,489.5
22,TCS,31-03-2010,43.4109,49.1228,73.2143,51.6529,14.3554,41.1039,21.8853,5.907,0.0,6.0,0.0,89.42,50.0,100.0,2.0,66.667,1.0,8.333,0.0,27.9849,0.3769,844.4
23,TCS,31-03-2011,44.9612,49.1228,73.2143,52.4793,21.7758,42.3425,25.5868,7.3435,0.0,6.0,0.0,96.42,50.0,80.0,2.0,66.667,1.0,8.333,0.0,30.1889,0.2289,1061.3
24,TCS,31-03-2012,50.3876,43.8596,67.8571,52.8926,15.9905,38.5566,22.0237,5.8216,13.0,6.0,0.0,84.52,50.0,80.0,2.0,66.667,1.0,8.333,0.0,28.1402,0.3062,1437.0
25,TCS,31-03-2013,47.2868,43.8596,69.6429,51.6529,18.2335,40.8529,22.1968,6.173,11.0,6.0,0.0,91.01,54.546,83.333,2.0,66.667,1.0,9.091,0.0,29.7702,0.4452,1641.8
26,TCS,31-03-2014,45.7364,52.6316,69.6429,52.8926,23.6399,40.7257,21.856,6.2602,11.0,6.0,0.0,92.2,54.546,83.333,2.0,66.667,1.0,0.0,0.0,31.5771,0.4308,0.0
27,TCS,31-03-2015,44.186,57.8947,64.2857,52.0661,22.0093,34.8339,25.4606,6.8968,11.0,6.0,0.0,89.33,54.546,83.333,2.0,50.0,1.0,9.091,0.0,27.2896,0.4764,0.0
28,TCS,31-03-2016,49.6124,57.8947,64.2857,54.9587,20.9193,37.064,20.462,5.6421,11.0,6.0,0.0,97.92,54.546,83.333,2.0,50.0,1.0,9.091,0.0,29.1221,0.2686,0.0
29,TCS,31-03-2017,48.062,71.9298,58.9286,56.1983,21.2912,32.5552,18.228,4.7099,10.0,6.0,0.0,93.33,54.546,83.333,2.0,50.0,1.0,9.091,0.0,26.7483,0.2743,0.0
30,TCS,31-03-2018,48.062,71.9298,58.9286,56.1983,19.7562,29.422,21.2322,5.2263,10.0,6.0,0.0,93.22,60.0,80.0,2.0,66.667,1.0,10.0,0.0,24.1633,0.2278,0.0
31,TCS,31-03-2019,48.062,71.9298,58.9286,56.1983,22.2247,35.2042,24.1017,6.6345,11.0,7.0,0.0,91.66,63.636,80.0,3.0,75.0,1.0,18.182,5.0,27.9178,0.053,0.0
32,TCS,31-03-2020,56.05245385,75.43857308,65.04123462,62.69863846,23.11341538,29.35311154,22.42249231,5.656719231,10.0,6.0,0.0,94.645,55.66407692,75.25227273,2.0,59.59548485,1.0,10.55965385,0.0,22.05266,-4.675944118,189.5428571
33,TCS,31-03-2021,57.98617802,78.73527692,65.30615055,64.56722198,23.73356374,27.88806593,22.57606044,5.612508791,10.0,6.0,0.0,95.20164835,55.58903297,73.53896853,2.0,59.04172611,1.0,10.74701099,0.0,20.87214574,-5.588778431,157.6082143
34,TCS,31-03-2022,59.9199022,82.03198077,65.57106648,66.43580549,24.35371209,26.42302033,22.72962857,5.568298352,9.0,6.0,0.0,95.7582967,55.51398901,71.82566434,2.0,58.48796737,1.0,10.93436813,0.0,19.69163147,-6.501612745,125.6735714
35,TCS,31-03-2023,61.85362637,85.32868462,65.83598242,68.30438901,24.97386044,24.95797473,22.8831967,5.524087912,9.0,6.0,0.0,96.31494505,55.43894505,70.11236014,2.0,57.93420862,1.0,11.12172527,0.0,18.51111721,-7.414447059,93.73892857
36,HDFCB,31-03-2006,0.0,0.0,0.0,0.0,0.0,0.0,27.3968,1.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0002,0.0
37,HDFCB,31-03-2007,0.0,0.0,0.0,0.0,0.0,19.5116,26.0774,1.2629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3959,9.5218,0.0
38,HDFCB,31-03-2008,0.0,0.0,0.0,0.0,0.0,17.7177,28.7093,1.2676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.421,3.4498,0.0
39,HDFCB,31-03-2009,0.0,0.0,0.0,0.0,0.0,16.8908,18.3834,1.1435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4207,4.41,0.0
40,HDFCB,31-03-2010,2.6786,6.6667,48.2143,14.9123,0.0,16.3627,28.095,1.3,0.0,5.0,0.0,95.45,45.454,100.0,3.0,100.0,1.0,9.09,3.0,1.4784,9.6594,0.0
41,HDFCB,31-03-2011,2.6786,6.6667,48.2143,14.9123,0.0,16.9156,27.1353,1.3006,0.0,6.0,0.0,79.51,60.0,100.0,4.0,100.0,1.0,10.0,3.0,1.5941,8.178,0.0
42,HDFCB,31-03-2012,5.3571,11.6667,48.2143,17.5439,0.0,18.8076,23.1559,1.2691,11.0,6.0,0.0,93.54,54.55,100.0,4.0,100.0,1.0,9.09,3.0,1.6953,9.9972,0.0
43,HDFCB,31-03-2013,8.0357,11.6667,48.2143,18.8596,0.0,20.5513,21.4897,1.2751,11.0,6.0,0.0,96.82,54.546,100.0,4.0,100.0,1.0,9.091,3.0,1.8349,11.6358,0.0
44,HDFCB,31-03-2014,33.0357,16.6667,62.5,35.9649,0.0,21.6398,20.4702,1.269,10.0,6.0,0.0,90.63,54.546,100.0,4.0,100.0,1.0,9.091,3.0,1.9188,11.5101,0.0
45,HDFCB,31-03-2015,33.0357,25.0,57.1429,36.8421,0.0,19.9195,23.1905,1.3182,10.0,5.0,0.0,84.76,50.0,100.0,4.0,100.0,1.0,20.0,3.0,1.9247,11.3715,0.0
46,HDFCB,31-03-2016,33.0357,25.0,57.1429,36.8421,0.0,18.6258,21.0649,1.2578,9.0,5.0,0.0,91.43,45.454,100.0,4.0,100.0,1.0,18.182,3.0,1.8698,15.1931,0.0
47,HDFCB,31-03-2017,33.0357,21.6667,57.1429,35.9649,0.0,18.3663,24.0626,1.3114,11.0,6.0,0.0,95.06,50.0,100.0,4.0,100.0,1.0,16.667,3.0,1.8438,13.7296,0.0
48,HDFCB,31-03-2018,33.0357,21.6667,57.1429,35.9649,0.0,18.382,26.2944,1.3443,10.0,5.0,0.0,93.61,50.0,100.0,3.0,100.0,1.0,10.0,3.0,1.8551,15.8328,0.0
49,HDFCB,31-03-2019,33.0357,21.6667,57.1429,35.9649,0.0,16.9653,27.8279,1.3696,11.0,6.0,0.0,96.62,60.0,100.0,4.0,100.0,1.0,10.0,3.0,1.8641,13.4762,0.0
50,HDFCB,31-03-2020,44.99997333,28.11113333,61.07148,44.5029,0.0,18.88026923,23.51574396,1.340474725,10.0,6.0,0.0,94.90266667,52.6664,100.0,4.0,100.0,1.0,14.92966667,3.0,2.037084615,15.41738681,0.0
51,HDFCB,31-03-2021,49.23698303,30.16163758,62.33771818,47.43484727,0.0,18.93287912,23.38114505,1.348289451,10.0,6.0,0.0,95.47715152,52.70483636,100.0,4.0,100.0,1.0,15.44031515,3.0,2.085057143,16.05431934,0.0
52,HDFCB,31-03-2022,53.47399273,32.21214182,63.60395636,50.36679455,0.0,18.98548901,23.24654615,1.356104176,10.0,6.0,0.0,96.05163636,52.74327273,100.0,4.0,100.0,1.0,15.95096364,3.0,2.13302967,16.69125187,0.0
53,HDFCB,31-03-2023,57.71100242,34.26264606,64.87019455,53.29874182,0.0,19.0380989,23.11194725,1.363918901,10.0,5.0,0.0,96.62612121,52.78170909,100.0,4.0,100.0,1.0,16.46161212,3.0,2.181002198,17.3281844,0.0
54,HUVR,31-03-2006,0.0,0.0,0.0,0.0,8.5635,78.8875,25.2456,7.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6114,10.3236,360.787
55,HUVR,31-03-2007,13.1783,5.2632,42.8571,18.1818,7.9653,92.694,24.5915,7.4265,0.0,5.0,0.0,77.46,50.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3676,1.458,493.863
56,HUVR,31-03-2008,10.8527,19.2982,51.7857,22.314,4.8023,92.694,24.5915,6.7355,0.0,5.0,0.0,90.0,50.0,100.0,4.0,0.0,1.0,0.0,3.0,26.3676,5.0166,493.863
57,HUVR,31-03-2009,15.5039,15.7895,51.7857,23.9669,7.3046,89.7399,24.9099,6.1056,0.0,5.0,0.0,93.33,50.0,100.0,3.0,0.0,1.0,0.0,3.0,23.4831,0.1116,670.2
58,HUVR,31-03-2010,21.7054,19.2982,51.7857,28.0992,7.8998,84.9778,27.265,6.7271,0.0,4.0,0.0,88.89,44.444,100.0,3.0,0.0,1.0,0.0,3.0,22.8903,0.0,993.6
59,HUVR,31-03-2011,20.155,19.2982,51.7857,27.2727,10.2569,86.9902,31.7376,8.4472,8.0,4.0,0.0,97.14,50.0,100.0,3.0,0.0,1.0,0.0,3.0,25.6553,0.0,1606.9
60,HUVR,31-03-2012,14.7287,24.5614,51.7857,25.6198,9.9322,116.9895,26.3665,9.1139,8.0,4.0,0.0,98.11,50.0,100.0,3.0,60.0,1.0,0.0,3.0,32.5883,0.2046,1124.6
61,HUVR,31-03-2013,14.7287,24.5614,51.7857,25.6198,11.0214,123.2594,33.199,10.2645,8.0,4.0,0.0,91.67,50.0,100.0,4.0,66.667,0.0,0.0,5.0,30.5314,0.3314,909.4
62,HUVR,31-03-2014,14.7287,28.0702,51.7857,26.4463,14.4753,115.3526,43.3094,13.818,9.0,5.0,0.0,94.11,55.556,100.0,4.0,80.0,0.0,11.111,5.0,30.9614,0.2983,321.4
63,HUVR,31-03-2015,14.7287,28.0702,51.7857,26.4463,17.813,78.0908,45.3792,13.274,9.0,5.0,0.0,98.14,55.556,100.0,4.0,80.0,0.0,11.111,5.0,28.3261,1.2032,396.0
64,HUVR,31-03-2016,14.7287,33.3333,57.1429,28.9256,17.212,67.2223,43.9666,13.1349,10.0,5.0,0.0,96.36,50.0,100.0,4.0,80.0,1.0,10.0,5.0,29.3508,1.77,300.0
65,HUVR,31-03-2017,14.7287,33.3333,60.7143,29.7521,20.2758,74.3529,55.3718,16.75,10.0,5.0,0.0,100.0,50.0,100.0,4.0,80.0,1.0,10.0,5.0,31.0653,0.0,280.0
66,HUVR,31-03-2018,14.7287,33.3333,60.7143,29.7521,25.1032,79.9313,61.0225,20.4109,10.0,6.0,0.0,93.42,60.0,100.0,5.0,83.333,1.0,10.0,5.0,33.1808,0.5314,220.0
67,HUVR,31-03-2019,15.26899242,37.95850909,60.1190697,30.99176364,19.00734575,100.1148037,49.24956275,15.99161046,11.0,5.0,0.0,100.4348485,55.43787879,100.0,5.0,89.52357143,1.0,12.50837879,6.0,33.43477868,-3.994753595,621.6127516
68,HUVR,31-03-2020,15.25273228,40.15455664,61.21797529,31.75464266,19.82359384,102.0395799,50.8741711,16.6768601,11.0,5.0,0.0,101.5449534,56.07503963,100.0,5.0,92.97589286,1.0,13.76323193,6.0,34.23776716,-4.977609529,628.6144389
69,HUVR,31-03-2021,15.23647214,42.3506042,62.31688089,32.51752168,20.63984193,103.9643561,52.49877946,17.36210974,11.0,5.0,0.0,102.6550583,56.71220047,100.0,5.0,96.42821429,1.0,15.01808508,6.0,35.04075564,-5.960465463,635.6161262
70,HUVR,31-03-2022,15.220212,44.54665175,63.41578648,33.2804007,21.45609002,105.8891324,54.12338782,18.04735937,12.0,5.0,0.0,103.7651632,57.34936131,100.0,5.0,99.88053571,0.0,16.27293823,7.0,35.84374412,-6.943321397,642.6178136
71,HUVR,31-03-2023,15.20395186,46.7426993,64.51469207,34.04327972,22.27233811,107.8139086,55.74799618,18.73260901,12.0,5.0,0.0,104.8752681,57.98652214,100.0,5.0,103.3328571,0.0,17.52779138,7.0,36.6467326,-7.926177331,649.6195009
72,HDFC,31-03-2006,0.0,0.0,0.0,0.0,0.0,29.4724,24.6973,1.4901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.619,82.4341,0.0
73,HDFC,31-03-2007,0.0,0.0,0.0,0.0,0.0,28.4954,21.8613,1.4064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6219,78.1292,0.0
74,HDFC,31-03-2008,0.0,0.0,0.0,0.0,0.0,26.9784,23.729,1.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1556,73.1265,0.0
75,HDFC,31-03-2009,0.0,0.0,0.0,0.0,0.0,16.649,17.3766,1.2152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1577,56.6291,0.0
76,HDFC,31-03-2010,0.0,6.6667,44.6429,12.7193,0.0,19.5615,23.9148,1.4157,0.0,10.0,0.0,89.59,66.67,100.0,3.0,0.0,1.0,6.67,3.0,2.4824,52.2219,0.0
77,HDFC,31-03-2011,0.0,6.6667,44.6429,12.7193,0.0,23.003,22.5611,1.4655,0.0,9.0,0.0,94.25,64.29,100.0,3.0,0.0,1.0,7.142,3.0,2.836,58.839,0.0
78,HDFC,31-03-2012,0.0,6.6667,44.6429,12.7193,0.0,24.0607,18.1385,1.3542,13.0,10.0,0.0,97.14,71.43,100.0,2.0,100.0,1.0,7.142,3.0,2.817,56.8532,0.0
79,HDFC,31-03-2013,0.0,21.6667,44.6429,16.6667,0.0,23.6682,18.9377,1.3808,13.0,10.0,0.0,94.27,71.43,100.0,3.0,100.0,1.0,7.142,3.0,2.8609,53.1416,0.0
80,HDFC,31-03-2014,0.0,6.6667,44.6429,12.7193,0.0,22.8829,17.328,1.338,11.0,8.0,0.0,92.42,66.667,100.0,3.0,100.0,1.0,8.333,5.0,2.8971,55.342,0.0
81,HDFC,31-03-2015,0.0,6.6667,39.2857,9.6491,0.0,21.2051,23.5451,1.4638,11.0,7.0,0.0,91.67,58.333,100.0,3.0,100.0,1.0,8.333,5.0,2.7111,53.1092,0.0
82,HDFC,31-03-2016,0.0,6.6667,39.2857,9.6491,0.0,21.2358,17.1119,1.3111,11.0,6.0,0.0,94.7,54.546,100.0,3.0,100.0,1.0,9.091,5.0,2.7271,53.1527,0.0
83,HDFC,31-03-2017,0.0,6.6667,39.2857,9.6491,0.0,19.9191,21.522,1.3766,17.0,6.0,0.0,92.42,54.546,100.0,3.0,100.0,1.0,9.091,5.0,2.5348,52.5717,0.0
84,HDFC,31-03-2018,0.0,6.6667,44.6429,10.9649,0.0,15.77,24.4157,1.3778,16.0,5.0,0.0,91.93,50.0,100.0,3.0,100.0,1.0,10.0,5.0,2.3022,43.0121,0.0
85,HDFC,31-03-2019,13.3929,21.6667,51.7857,25.0,0.0,15.9443,20.6316,1.3436,16.0,6.0,0.0,99.0,60.0,100.0,4.0,100.0,1.0,10.0,5.0,2.6447,42.3201,0.0
86,HDFC,31-03-2020,13.3929,12.6667,44.2857,15.20466,0.0,17.85510196,23.28934035,1.419621053,16.0,4.0,0.0,95.252,51.67566667,100.0,3.0,100.0,1.0,10.48,6.0,2.572988889,45.49680175,0.0
87,HDFC,31-03-2021,13.3929,13.21215455,44.38309636,15.56085091,0.0,17.34018989,23.69597754,1.426052632,17.0,4.0,0.0,95.52709091,49.83647879,100.0,4.0,100.0,1.0,10.87738182,6.0,2.558473099,44.05450404,0.0
88,HDFC,31-03-2022,13.3929,13.75760909,44.48049273,15.91704182,0.0,16.82527781,24.10261474,1.432484211,18.0,3.0,0.0,95.80218182,47.99729091,100.0,4.0,100.0,1.0,11.27476364,6.0,2.54395731,42.61220632,0.0
89,HDFC,31-03-2023,13.3929,14.30306364,44.57788909,16.27323273,0.0,16.31036574,24.50925193,1.438915789,18.0,3.0,0.0,96.07727273,46.15810303,100.0,4.0,100.0,1.0,11.67214545,7.0,2.52944152,41.1699086,0.0
90,ITC,31-03-2006,0.0,0.0,0.0,0.0,12.7058,26.7517,31.8943,5.7752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2501,0.4907,542.8
91,ITC,31-03-2007,30.2326,38.5965,53.5714,37.6033,9.4094,27.7356,20.6139,3.998,0.0,7.0,0.0,88.71,53.846,0.0,0.0,0.0,0.0,0.0,0.0,19.1122,0.7511,509.1
92,ITC,31-03-2008,40.3101,38.5965,58.9286,44.2149,10.6859,27.5373,24.5858,4.6843,0.0,9.0,1.0,89.69,60.0,100.0,3.0,75.0,1.0,0.0,3.0,19.035,0.7866,1113.278
93,ITC,31-03-2009,44.9612,49.1228,58.9286,49.1736,9.0112,25.2667,20.958,3.7672,0.0,8.0,1.0,87.32,61.54,100.0,4.0,85.714,1.0,0.0,3.0,17.5415,0.9687,1184.956
94,ITC,31-03-2010,48.062,49.1228,67.8571,52.8926,8.4399,29.2643,23.8919,4.6103,0.0,9.0,1.0,85.9,60.0,100.0,4.0,87.5,1.0,0.0,3.0,18.9642,0.512,878.332
95,ITC,31-03-2011,48.062,49.1228,67.8571,52.8926,10.6643,32.4279,27.8867,5.7121,0.0,9.0,1.0,86.41,56.25,83.333,4.0,77.78,1.0,0.0,3.0,19.9841,0.4717,1150.587
96,ITC,31-03-2012,52.7132,49.1228,67.8571,55.3719,12.3428,34.8173,28.1863,6.247,16.0,9.0,1.0,87.5,56.25,83.333,4.0,77.78,1.0,0.0,3.0,22.1503,0.3907,1009.656
97,ITC,31-03-2013,49.6124,54.386,62.5,53.719,14.5418,35.7048,31.935,7.2615,22.0,11.0,1.0,88.14,61.111,83.333,5.0,81.818,1.0,5.556,3.0,23.2467,0.2896,1233.699
98,ITC,31-03-2014,50.3876,54.386,62.5,54.1322,14.9264,35.2869,31.4483,7.1978,16.0,7.0,1.0,91.92,50.0,75.0,4.0,87.5,1.0,7.143,3.0,23.3255,0.5929,1372.835
99,ITC,31-03-2015,44.9612,54.386,62.5,51.2397,13.6155,32.7718,26.9075,5.989,19.0,8.0,1.0,92.52,50.0,80.0,4.0,66.667,1.0,6.25,3.0,22.2462,0.5845,2041.974
100,ITC,31-03-2016,41.8605,59.6491,62.5,50.8264,20.6349,25.1144,42.3548,5.2844,16.0,7.0,1.0,81.31,46.667,80.0,3.0,60.0,1.0,6.667,3.0,19.1323,0.1621,1553.579
101,ITC,31-03-2017,42.6357,59.6491,62.5,51.2397,24.6165,23.0983,32.9765,6.2567,14.0,7.0,0.0,86.51,46.667,80.0,3.0,60.0,1.0,13.333,3.0,19.1191,0.0817,1562.543
102,ITC,31-03-2018,51.1628,54.386,67.8571,55.7851,18.6357,22.7878,27.5918,5.0335,12.0,6.0,0.0,89.53,50.0,75.0,3.0,60.0,1.0,16.667,5.0,18.7491,0.0559,1463.512
103,ITC,31-03-2019,51.1628,54.386,67.8571,55.7851,20.1297,22.5566,28.8592,5.2514,14.0,6.0,0.0,93.0,42.857,75.0,3.0,75.0,1.0,14.286,5.0,18.5063,0.0187,1727.126
104,ITC,31-03-2020,51.37150769,61.26857692,67.65107308,57.46978077,21.51596078,27.71411029,36.01929673,6.832259477,12.0,7.0,0.0,89.28807692,44.46926923,69.24240909,3.0,62.27954545,1.0,16.14680303,4.0,21.18834118,-0.528952288,1950.857098
105,ITC,31-03-2021,52.15948022,62.7145011,68.2692033,58.37341868,22.47342332,27.64130098,37.12077826,7.036466907,11.0,6.0,0.0,89.42307692,43.18259341,66.88227972,3.0,60.38974476,1.0,17.73474709,4.0,21.38132353,-0.674649604,2048.688389
106,ITC,31-03-2022,52.94745275,64.16042527,68.88733352,59.27705659,23.43088586,27.56849167,38.22225979,7.240674338,10.0,6.0,0.0,89.55807692,41.89591758,64.52215035,3.0,58.49994406,1.0,19.32269114,5.0,21.57430588,-0.820346921,2146.51968
107,ITC,31-03-2023,53.73542527,65.60634945,69.50546374,60.18069451,24.3883484,27.49568235,39.32374131,7.444881768,10.0,6.0,0.0,89.69307692,40.60924176,62.16202098,3.0,56.61014336,1.0,20.9106352,5.0,21.76728824,-0.966044238,2244.350971
108,KMB,31-03-2006,0.0,0.0,0.0,0.0,0.0,21.6814,21.1339,1.3865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8637,34.1712,0.0
109,KMB,31-03-2007,0.0,0.0,0.0,0.0,0.0,10.441,14.9312,1.0781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6142,31.7884,0.0
110,KMB,31-03-2008,0.0,3.3333,42.8571,11.4035,0.0,17.9284,19.8554,1.3281,0.0,5.0,0.0,80.0,55.556,66.667,2.0,0.0,1.0,0.0,0.0,2.7415,26.7055,0.0
111,KMB,31-03-2009,0.0,3.3333,42.8571,11.4035,0.0,16.522,21.0699,1.3086,0.0,5.0,0.0,72.97,62.5,50.0,3.0,0.0,1.0,0.0,0.0,2.4329,31.2977,0.0
112,KMB,31-03-2010,2.6786,16.6667,46.4286,17.1053,0.0,15.3096,21.9811,1.2973,8.0,5.0,0.0,81.48,55.56,66.67,4.0,0.0,1.0,0.0,0.0,2.2071,32.732,0.0
113,KMB,31-03-2011,15.1786,26.6667,46.4286,25.8772,0.0,15.5192,22.1807,1.2891,8.0,5.0,0.0,87.04,55.556,66.667,3.0,0.0,1.0,0.0,0.0,2.1024,32.6955,0.0
114,KMB,31-03-2012,12.5,21.6667,46.4286,23.2456,0.0,14.3514,24.2637,1.3361,8.0,5.0,0.0,92.59,55.556,66.667,3.0,0.0,1.0,0.0,0.0,2.0708,24.9508,0.0
115,KMB,31-03-2013,12.5,35.0,46.4286,26.7544,0.0,14.7691,33.2553,1.5336,10.0,5.0,0.0,88.421,50.0,100.0,2.0,66.667,1.0,10.0,0.0,2.2491,22.6815,0.0
116,KMB,31-03-2014,8.0357,30.0,46.4286,23.2456,0.0,12.4597,35.9942,1.3799,12.0,5.0,0.0,87.2,45.454,66.667,2.0,66.667,1.0,9.091,0.0,1.7766,19.0695,0.0
117,KMB,31-03-2015,5.3571,30.0,46.4286,21.9298,0.0,13.7508,32.4358,1.442,15.0,5.0,0.0,92.75,50.0,100.0,2.0,66.667,1.0,10.0,0.0,1.9112,18.4674,0.0
118,KMB,31-03-2016,5.3571,30.0,46.4286,21.9298,0.0,13.9378,32.0428,1.4417,14.0,5.0,0.0,85.0,50.0,100.0,2.0,66.667,1.0,10.0,0.0,2.0202,17.7926,0.0
119,KMB,31-03-2017,17.8571,35.0,51.7857,30.7018,0.0,13.2465,35.3229,1.4971,12.0,5.0,0.0,89.18,62.5,100.0,2.0,66.667,1.0,12.5,5.0,1.9659,17.2804,0.0
120,KMB,31-03-2018,11.60707857,41.8889,49.76194,30.26316,0.0,13.37371029,36.11830784,1.524675817,15.0,5.0,0.0,92.97946667,51.31266667,106.6664667,2.0,88.88933333,1.0,14.15153333,5.0,1.894154412,13.12764575,0.0
