,Year,Company Name,ESG_DISCLOSURE_SCORE,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,ALTMAN_Z_SCORE,TOBIN_Q_RATIO,RETURN_ON_ASSET,FNCL_LVRG,BOOK_VAL_PER_SH,PX_TO_BOOK_RATIO,NET_WORTH_GROWTH,BS_CUR_ASSET_REPORT,BS_CUR_LIAB,TOT_DEBT_TO_COM_EQY,Liquidity
5853,2018,DCMS,29.997,1.2685,9.9456,78.5972,4.1727,1.6814,11.9292,2.0164,187.1427,2.267,20.2462,30968.6,18663.6,21.746,1.6593047429220515
5854,2019,DCMS,32.2603,2.5974,10.399,83.5942,3.5509,1.4106,14.1616,1.9479,226.0888,1.8311,15.9954,38529.2,24237.6,41.828,1.589645839522065
5855,2020,DCMS,33.8698,2.5974,15.2358,83.5942,2.6946,0.9147,9.3861,2.016,259.6948,0.8287,14.8641,44117.8,27454.2,53.739,1.6069599551252631
5856,2021,DCMS,51.5039,35.9106,34.8851,83.5942,4.0504,1.4316,8.455,1.831,290.7954,1.7234,14.7763,41650.8,18195.6,29.19,2.2890588933588343
5857,2022,DCMS,55.1655,35.9106,39.601,89.8555,5.4375,2.3405,12.4388,1.6908,344.2018,3.2832,18.3656,51774.3,23789.1,28.6683,2.1763875052019626
5858,2023,DCMS,55.1655,35.9106,39.601,89.8555,4.0646,1.5366,9.0664,1.718,387.4913,1.9288,12.5768,47089.6,25659.5,27.5628,1.8351721584598295
5859,2003,AISG,13.1111,-1.3549,-10.3982,50.9394,1.0738,1.3527,5.6722,7.6738,4.8862,3.3,39.9958,1704.0719,4187.8159,429.3646,0.4069118463397591
5860,2004,AISG,14.0901,-1.1938,-9.0668,52.3827,2.7654,2.6906,14.0712,4.9259,7.4937,7.7001,65.7237,2082.268,3714.747,210.3043,0.5605410005042066
5861,2005,AISG,15.0691,-1.0327,-7.7354,53.8261,2.5071,2.5842,12.3238,4.0866,10.1654,7.6183,35.6529,2504.467,3215.2471,134.2473,0.7789345335231
5862,2006,AISG,16.0482,-0.8716,-6.404,55.2695,1.6923,2.0383,8.6187,4.6762,14.5068,6.2181,42.7074,2850.7,3529.1799,344.441,0.8077513985614617
5863,2007,AISG,17.0272,-0.7105,-5.0726,56.7128,1.3242,1.9115,2.8436,5.6944,16.32,6.7326,12.4994,4713.1001,6185.5,358.0188,0.761959437393905
5864,2008,AISG,21.0542,0.0,0.0,63.0042,0.9802,1.3979,0.3757,6.4998,16.8063,3.6677,2.9795,6041.7002,7114.7002,424.0924,0.8491854934379386
5865,2009,AISG,21.0542,0.0,0.0,63.0042,0.6715,1.2168,-2.0879,8.386,11.3474,3.3575,-32.4809,6475.7,10732.5,846.7861,0.6033729326811088
5866,2010,AISG,21.0542,0.0,0.0,63.0042,1.3303,1.3901,0.098,10.2579,11.4621,4.7629,1.0104,6048.4,4643.8,752.7771,1.302467806537749
5867,2011,AISG,21.0542,0.0,0.0,63.0042,1.2743,1.5857,0.8428,9.5975,12.4404,6.5954,8.5348,7155.5,10941.1,718.5245,0.6540018828088583
5868,2012,AISG,21.0542,0.0,0.0,63.0042,0.7983,1.3391,-3.0131,12.185,7.9973,6.5211,-35.7153,8187.5,13685.9,1137.6054,0.598243447635888
5869,2013,AISG,22.1004,0.0,0.0,66.1349,0.6553,1.2909,-4.2443,20.0784,5.1857,8.5463,-35.156,9174.0,16187.2,1719.209,0.5667440940990411
5870,2014,AISG,17.9157,0.0,0.0,53.6123,1.0555,1.5209,-2.0129,14.0263,9.9292,5.9924,168.1591,9196.1,16498.3,578.8499,0.5573968227029452
5871,2015,AISG,21.2453,0.0,0.0,63.5762,2.2065,2.4344,1.8374,8.7518,11.5698,12.5283,16.5224,8980.7,9748.1,504.7787,0.921276966793529
5872,2016,AISG,19.2737,0.0,0.0,57.6761,2.4764,2.4633,3.8371,7.1337,14.5646,10.3882,25.8844,9123.4,10440.1,373.0942,0.8738805183858391
5873,2017,AISG,30.1378,0.7551,13.3918,76.0987,3.1563,2.5406,5.8629,3.9835,38.1225,5.7053,161.7483,9581.1,9276.3,131.9287,1.0328579282688142
5874,2018,AISG,31.4757,1.2383,14.4196,78.5972,3.6124,3.1317,5.8046,3.0524,44.2458,7.5035,16.062,10845.7,11894.4,127.8587,0.9118324589722896
5875,2019,AISG,31.4757,1.2383,14.4196,78.5972,2.9013,2.3786,5.4565,3.0423,50.0103,5.1839,13.0284,11266.0,13552.4,117.163,0.8312918745019333
5876,2020,AISG,31.4757,1.2383,14.4196,78.5972,2.0828,1.6455,4.0707,2.9995,53.5703,2.9149,7.1185,11605.5,13965.4,106.5963,0.8310180875592537
5877,2021,AISG,31.4757,1.2383,14.4196,78.5972,3.1727,2.6139,3.4852,2.7849,59.2279,5.2298,10.561,11413.2,12885.1,108.7326,0.8857672815888119
5878,2022,AISG,31.868,2.4162,14.4196,78.5972,5.0111,3.3075,9.1332,2.3577,72.5028,5.9446,22.4133,12258.1,10807.1,70.2656,1.1342635859758865
5879,2023,AISG,31.868,2.4162,14.4196,78.5972,4.6355,2.9467,8.7323,2.178,85.34,5.2982,17.7058,17452.7,16171.8,67.5531,1.0792057779591635
5880,2003,CSTRL,7.2234,-26.593,-15.0979,63.1551,9.3194,5.0966,20.3743,2.0012,3.5191,8.4504,6.8443,3772.3999,2629.3,1.2066,1.4347544593618071
5881,2004,CSTRL,9.2421,-23.4328,-12.4584,63.418,8.4391,4.5122,19.651,1.8319,3.6403,7.4788,3.4446,3855.2,2835.2,1.0054,1.359762979683973
5882,2005,CSTRL,11.2608,-20.2725,-9.8189,63.6808,8.8741,4.7467,21.0832,1.8566,3.9435,7.9973,8.3289,5898.3999,3237.7,0.7153,1.821787040182846
5883,2006,CSTRL,13.2796,-17.1123,-7.1794,63.9437,8.15,4.044,20.3685,1.8781,4.2225,6.7465,7.0758,6585.0,3619.0,0.668,1.819563415308096
5884,2007,CSTRL,15.2983,-13.9521,-4.5399,64.2066,8.6885,5.2699,25.2074,2.0441,4.3491,10.3757,2.9977,7923.0,5116.1,0.0,1.5486405660561755
5885,2008,CSTRL,21.8891,0.0,0.0,65.5027,9.4254,4.8891,27.736,2.0888,4.808,8.7471,10.5514,7755.6001,4689.7002,0.0,1.6537517899331815
5886,2009,CSTRL,21.8891,0.0,0.0,65.5027,10.4623,6.9374,35.8898,2.1879,5.0044,15.1078,4.0856,10035.7,6811.7,0.0,1.4733032869915
5887,2010,CSTRL,21.8891,0.0,0.0,65.5027,12.839,9.0628,39.0227,2.3967,5.5959,20.4727,11.8182,11627.8,7832.8,0.0,1.4845010724134409
5888,2011,CSTRL,21.8891,0.0,0.0,65.5027,11.7414,7.9147,35.1101,2.3669,6.1084,17.0604,9.1599,12035.4,7991.4,0.0,1.5060439972970945
5889,2012,CSTRL,21.8891,0.0,0.0,65.5027,14.4724,10.5723,31.0374,2.3,6.5637,22.8149,7.4528,11722.9,8186.2,0.0,1.4320319562190027
5890,2013,CSTRL,26.9691,0.4228,17.3519,63.0042,14.51,10.1442,32.8684,2.2094,7.5968,20.6533,15.7402,12991.3,8502.8,0.0,1.5278849320223926
5891,2014,CSTRL,28.0253,0.4228,20.526,63.0042,18.9943,17.3055,30.5462,2.4893,5.0224,49.9758,-33.8878,11575.7,9817.0,0.0,1.1791484160130388
5892,2015,CSTRL,29.1621,0.7551,20.526,66.0747,16.0943,13.7898,39.0174,2.9409,5.8194,37.9206,15.8682,13332.1,10710.7,0.0,1.24474590829731
5893,2016,CSTRL,30.6005,2.084,23.5187,66.0747,16.7461,10.4496,37.7684,2.2798,9.9233,19.1795,70.5217,15437.2,8927.0,0.0,1.729270751652291
5894,2017,CSTRL,36.2036,16.4603,25.9674,66.0747,16.1818,10.1503,35.7961,1.931,10.3137,18.7324,3.9336,15717.4,9408.6,0.0,1.6705354675509638
5895,2018,CSTRL,36.2036,16.4603,25.9674,66.0747,13.855,7.5479,34.6919,1.8683,11.7848,12.8343,14.2636,17266.3,9252.4,0.0,1.866142838614846
5896,2019,CSTRL,40.3883,16.4603,25.9674,78.5972,13.3034,6.125,38.1668,1.7119,13.8198,9.3561,17.2683,18354.6,8404.4,0.0,2.1839274665651325
5897,2020,CSTRL,36.2036,16.4603,25.9674,66.0747,10.7246,5.4942,25.2231,1.662,14.2978,8.6062,3.4588,19436.3,9466.3,1.2332,2.0532098074221183
5898,2021,CSTRL,49.4015,49.3506,32.7086,66.0747,10.7392,4.8834,29.7435,1.666,16.6361,7.3816,16.3538,22439.3,10343.3,0.4084,2.1694526891804355
5899,2022,CSTRL,49.1198,51.0722,30.1391,66.0747,9.9163,4.3545,28.2399,1.6347,19.0678,6.4585,14.6167,22338.1,11191.1,0.0,1.9960593686054096
5900,2023,CSTRL,19.3358,-7.6316,0.739,64.7323,9.9696,6.5215,25.3114,2.1604,1.9595,13.6906,5.028,4545.6291,3812.7408,0.4791,1.1922208559260048
5901,2003,BLSTR,8.4896,-10.6033,-11.0301,46.9568,2.7998,1.5558,5.2522,4.5269,11.3027,3.1778,4.7173,7083.9381,7329.4819,66.9472,0.9664991600565928
5902,2004,BLSTR,10.8762,-8.3813,-8.3918,49.2569,2.8552,1.6512,5.1986,4.5009,14.0549,3.5766,5.3654,8792.8358,8797.0732,66.2375,0.9995183170693634
5903,2005,BLSTR,18.2778,0.0,0.0,54.696,3.8746,1.8209,5.145,4.475,20.4106,3.8069,6.0135,10378.817,8602.111,14.3678,1.206543021823364
5904,2006,BLSTR,18.2778,0.0,0.0,54.696,4.2921,2.7359,14.7884,3.3304,27.3347,6.6664,33.924,13989.959,10531.758,13.422,1.3283593299428265
5905,2007,BLSTR,18.2778,0.0,0.0,54.696,3.0438,2.2259,8.2273,3.9016,28.4225,6.5344,3.9799,20140.32,17937.572,86.9513,1.1228007893152987
5906,2008,BLSTR,18.1873,0.0,0.0,54.425,2.0082,1.6149,-4.7852,4.8455,21.9787,4.2427,-22.6716,16845.583,16845.243,100.5218,1.0000201837397062
5907,2009,BLSTR,20.1589,0.0,0.0,60.3251,2.0395,1.4735,1.841,5.3322,22.2755,3.5521,1.3506,16929.503,17525.981,105.226,0.9659660706011264
5908,2010,BLSTR,17.9459,0.0,0.0,53.7026,2.1601,1.5776,3.4493,5.2207,25.6029,3.9302,14.9373,18482.603,18518.633,107.3553,0.9980543920277484
5909,2011,BLSTR,24.8164,0.7551,7.4667,66.0747,2.7555,2.0629,2.402,4.9245,25.3274,6.0745,-1.076,16255.997,16875.956,87.3037,0.9632637700643448
5910,2012,BLSTR,26.2046,0.7551,11.6385,66.0747,2.9813,2.1409,5.3846,4.3275,35.0425,5.569,38.3812,18884.097,18603.405,57.5669,1.0150882056268733
5911,2013,BLSTR,38.9297,16.7925,21.2515,78.5972,4.3114,3.2117,4.7561,3.7291,39.6115,8.7399,20.1,20214.489,18563.802,28.5445,1.0889196620390589
5912,2014,BLSTR,38.9297,16.7925,21.2515,78.5972,3.6905,2.996,4.9662,3.7976,41.2881,9.1485,4.7009,25785.1,23972.6,46.6641,1.0756071514979602
5913,2015,BLSTR,38.9297,16.7925,21.2515,78.5972,3.7121,2.6879,5.7706,3.9544,45.3237,7.4784,10.1333,26605.8,24489.1,39.4635,1.0864343728434285
5914,2016,BLSTR,38.9297,16.7925,21.2515,78.5972,2.9603,2.0592,4.2193,4.1018,40.6156,5.6561,-10.3876,26512.1,25456.9,62.3081,1.0414504515475174
5915,2017,BLSTR,38.9297,16.7925,21.2515,78.5972,3.7754,3.2856,2.8718,4.191,45.9529,10.1648,13.1408,28595.5,22614.5,54.546,1.2644763315571868
5916,2018,BLSTR,41.9777,17.1247,30.0786,78.5972,3.8137,3.1136,4.2663,4.1319,52.8262,9.9576,14.9574,34834.3,29692.0,54.4134,1.173188064125017
5917,2019,BLSTR,50.7695,38.3268,35.2781,78.5972,4.0577,3.2138,8.247,4.1358,69.0788,9.9824,30.7661,42506.1,37837.5,49.7464,1.1233855302279483
5918,2020,BLSTR,15.6495,-3.9372,-3.1152,53.8572,2.966,1.8421,5.0379,4.423,19.5594,4.3742,7.3096,12210.6313,11732.2559,64.8182,1.0407743748582912
5919,2021,BLSTR,18.0362,-1.7152,-0.4769,56.1573,3.0214,1.9375,4.9843,4.3971,22.3116,4.773,7.9577,13919.5291,13199.8473,64.1085,1.0545219792050171
5920,2022,BLSTR,20.4229,0.5068,2.1614,58.4575,3.0768,2.033,4.9307,4.3711,25.0638,5.1718,8.6058,15628.4268,14667.4386,63.3988,1.065518474370842
5921,2023,BLSTR,22.8095,2.7289,4.7997,60.7576,3.1322,2.1284,4.8771,4.3452,27.8161,5.5705,9.2538,17337.3246,16135.03,62.6891,1.074514556217125
5922,2003,HAPPSTMN,-57.9067,-139.4392,-70.4858,35.8814,55.6491,24.3749,-35.9608,18.0844,-229.4332,25.2967,125.8478,-23938.6667,799.4667,-99.1883,-29.94329432357846
5923,2004,HAPPSTMN,-52.6104,-130.454,-65.1049,37.4167,53.5832,23.6132,-33.1159,17.2408,-214.6638,24.8383,121.4384,-22208.6552,972.0724,-91.4927,-22.846708948839613
5924,2005,HAPPSTMN,-47.3142,-121.4688,-59.724,38.9519,51.5172,22.8514,-30.271,16.3973,-199.8945,24.38,117.0291,-20478.6438,1144.6781,-83.797,-17.890308026335088
5925,2006,HAPPSTMN,-42.0179,-112.4836,-54.3431,40.4872,49.4513,22.0897,-27.4261,15.5538,-185.1252,23.9216,112.6197,-18748.6324,1317.2838,-76.1014,-14.23279660768621
5926,2007,HAPPSTMN,-36.7217,-103.4984,-48.9622,42.0224,47.3853,21.3279,-24.5812,14.7102,-170.3558,23.4633,108.2104,-17018.621,1489.8895,-68.4058,-11.422740411285536
5927,2008,HAPPSTMN,-31.4254,-94.5132,-43.5813,43.5577,45.3194,20.5662,-21.7362,13.8667,-155.5865,23.0049,103.801,-15288.6095,1662.4952,-60.7102,-9.196182641610031
5928,2009,HAPPSTMN,-26.1292,-85.528,-38.2004,45.0929,43.2534,19.8044,-18.8913,13.0231,-140.8172,22.5466,99.3917,-13558.5981,1835.101,-53.0146,-7.388475130251686
5929,2010,HAPPSTMN,-20.8329,-76.5428,-32.8195,46.6282,41.1875,19.0427,-16.0464,12.1796,-126.0479,22.0882,94.9823,-11828.5867,2007.7067,-45.319,-5.891590987866903
5930,2011,HAPPSTMN,-15.5367,-67.5576,-27.4386,48.1634,39.1215,18.2809,-13.2015,11.3361,-111.2785,21.6299,90.573,-10098.5752,2180.3124,-37.6234,-4.631710208133477
5931,2012,HAPPSTMN,-10.2404,-58.5724,-22.0577,49.6987,37.0556,17.5192,-10.3566,10.4925,-96.5092,21.1715,86.1636,-8368.5638,2352.9181,-29.9278,-3.5566744970851305
5932,2013,HAPPSTMN,-4.9442,-49.5872,-16.6768,51.2339,34.9896,16.7574,-7.5116,9.649,-81.7399,20.7132,81.7543,-6638.5524,2525.5238,-22.2322,-2.6285843752492055
5933,2014,HAPPSTMN,0.3521,-40.602,-11.2959,52.7692,32.9237,15.9957,-4.6667,8.8054,-66.9705,20.2548,77.3449,-4908.541,2698.1295,-14.5366,-1.819238476136894
5934,2015,HAPPSTMN,5.6483,-31.6168,-5.915,54.3044,30.8577,15.2339,-1.8218,7.9619,-52.2012,19.7965,72.9356,-3178.5295,2870.7352,-6.8409,-1.1072179349735911
5935,2016,HAPPSTMN,10.9446,-22.6316,-0.5341,55.8397,28.7918,14.4722,1.0231,7.1184,-37.4319,19.3381,68.5262,-1448.5181,3043.341,0.8547,-0.4759631273656156
5936,2017,HAPPSTMN,16.2408,-13.6464,4.8468,57.3749,26.7258,13.7104,3.868,6.2748,-22.6625,18.8798,64.1169,281.4933,3215.9467,8.5503,0.0875304618699059
5937,2018,HAPPSTMN,21.5371,-4.6612,10.2277,58.9102,24.6599,12.9487,6.713,5.4313,-7.8932,18.4214,59.7075,2778.9,4285.5,16.2459,0.648442422121106
5938,2019,HAPPSTMN,26.8333,4.324,15.6086,60.4454,22.5939,12.1869,3.5502,4.5877,-22.1397,17.9631,39.3369,3339.9,4320.3,23.9415,0.7730713144920491
5939,2020,HAPPSTMN,32.1296,13.3092,20.9895,61.9807,20.528,11.4252,15.5609,4.6255,60.4362,17.5047,39.3369,4451.4,2116.6,39.9344,2.1030898610979873
5940,2021,HAPPSTMN,35.6604,19.2993,24.5768,63.0042,15.1544,8.713,22.7201,1.7627,38.5088,14.0241,105.7932,7445.3,2787.9,31.6453,2.670576419527243
5941,2022,HAPPSTMN,46.2529,37.2697,35.3386,66.0747,23.0114,13.8025,17.7043,1.6892,46.6871,22.6326,21.9436,9273.9,3646.1,37.5113,2.543512245961438
5942,2023,HAPPSTMN,46.2529,37.2697,35.3386,66.0747,11.0225,7.1895,16.7031,1.8382,58.5815,13.1074,25.9868,10729.8,5764.0,63.6311,1.8615197779319916
5943,2003,BSOFT,14.9453,-1.5212,-16.116,62.2875,5.8926,3.0661,16.7039,1.7426,1.6155,4.3378,77.1106,305.2861,134.9505,29.4446,2.2622079947832723
5944,2004,BSOFT,15.9904,-1.3316,-14.1313,63.2497,5.4638,2.594,24.2306,1.8923,2.4169,4.3112,49.6141,616.9308,285.3826,70.5616,2.1617673957697487
5945,2005,BSOFT,17.0356,-1.1419,-12.1466,64.212,6.4993,3.0154,22.769,1.734,7.5325,4.2489,181.451,1173.2433,535.7747,34.8282,2.1898072081417803
5946,2006,BSOFT,18.0807,-0.9523,-10.1619,65.1742,5.24,2.6092,14.8496,1.7694,9.735,4.037,33.5502,1721.3119,803.0351,61.7412,2.1435076748201913
5947,2007,BSOFT,19.1259,-0.7626,-8.1771,66.1364,5.6462,3.0077,15.3699,1.9274,13.3088,4.9272,40.4259,2106.0966,1246.4198,61.3187,1.6897168995550296
5948,2008,BSOFT,22.7241,0.0,0.0,68.0012,5.0705,1.7912,12.3924,1.7882,16.9355,2.3147,32.5372,2701.5476,833.0645,32.7853,3.242903280598321
5949,2009,BSOFT,22.7241,0.0,0.0,68.0012,3.5343,1.0645,13.0729,2.3602,10.4468,1.2253,-38.1876,3896.0819,2813.2906,72.6581,1.384884270398515
5950,2010,BSOFT,22.7241,0.0,0.0,68.0012,5.6887,1.8219,14.2565,2.1863,24.645,2.3453,137.3614,3116.9985,1305.6238,28.6209,2.387363419692564
5951,2011,BSOFT,22.7241,0.0,0.0,68.0012,5.521,1.9633,12.2653,1.5579,34.3106,2.4519,55.7799,5423.9827,2716.4643,18.3259,1.9967067853606617
5952,2012,BSOFT,22.7241,0.0,0.0,68.0012,4.6217,1.5367,12.9968,1.7004,40.0433,2.0003,18.1799,6814.8391,4785.4133,32.2012,1.4240857942196967
5953,2013,BSOFT,22.1004,0.0,0.0,66.1349,5.0828,1.4645,12.7928,1.7791,53.7427,1.7993,45.4289,10041.8424,5596.597,35.0392,1.7942764862290423
5954,2014,BSOFT,25.2389,0.0,0.0,75.5268,5.811,1.7966,12.6755,1.6995,68.7417,2.3399,23.0525,11897.3418,7164.1009,38.8047,1.6606887543976383
5955,2015,BSOFT,26.265,0.0,0.0,78.5972,5.5181,1.989,10.7266,1.7185,68.9202,2.735,1.6491,13148.9,8573.29,38.958,1.533705263673572
5956,2016,BSOFT,26.265,0.0,0.0,78.5972,5.9942,1.6374,12.6051,1.6621,73.7616,2.0044,6.8887,12781.84,5733.46,18.0614,2.229341444782034
5957,2017,BSOFT,32.2503,1.7517,16.2334,78.5972,4.9185,1.3395,10.1242,1.5875,84.0871,1.5424,14.2211,14703.47,7746.29,24.465,1.8981305889658144
5958,2018,BSOFT,32.2503,1.7517,16.2334,78.5972,5.5442,1.8368,9.6118,1.5477,95.8724,2.2587,14.8157,16572.17,7618.26,15.2571,2.175322186431022
5959,2019,BSOFT,32.2503,1.7517,16.2334,78.5972,5.0465,1.3967,11.0686,1.4815,62.5053,1.5783,-5.6894,16735.04,7144.2,2.2243,2.3424652165392907
5960,2020,BSOFT,33.1053,1.7517,18.8029,78.5972,4.5929,0.9239,8.6539,1.4379,68.3905,0.8919,10.4391,16884.52,6114.1,7.6636,2.7615707953746256
5961,2021,BSOFT,34.0911,1.7517,21.7654,78.5972,8.6877,2.6153,11.2933,1.3952,78.6166,3.2188,15.1925,21052.89,6343.54,5.8768,3.318792030948019
5962,2022,BSOFT,35.3586,2.4162,24.9093,78.5972,13.2153,3.9979,14.5392,1.339,92.3429,4.9267,18.4924,24332.97,6598.94,4.7552,3.687405856092039
5963,2023,BSOFT,35.3586,2.4162,24.9093,78.5972,9.8833,2.484,10.0929,1.3059,89.0708,2.9319,-5.217,21697.72,6240.21,4.1593,3.477081700776096
5964,2003,BRGD,10.9231,16.3846,16.3846,47.2033,1.7064,0.8203,9.2583,3.8511,29.4971,-0.2456,123.7958,468.75,405.78,92.4743,1.1551826112671892
5965,2004,BRGD,10.8137,16.2206,16.2206,46.7306,1.6548,0.8433,10.0238,5.1409,47.9414,-0.1039,62.5291,1141.6,862.96,120.3697,1.3228886622786686
5966,2005,BRGD,10.7043,16.0564,16.0564,46.2579,1.6032,0.8663,8.0055,7.192,26.7738,0.0377,67.5411,2917.4099,2009.08,252.7117,1.4521123598861172
5967,2006,BRGD,10.5949,15.8924,15.8924,45.7852,1.5516,0.8893,10.4083,6.5597,19.9855,0.1794,86.6139,3777.21,2763.01,127.0591,1.36706345615832
5968,2007,BRGD,10.4856,15.7284,15.7284,45.3125,1.5,0.9123,11.9252,5.2825,36.2379,0.321,81.3211,6046.5698,3530.97,164.1763,1.7124387349651795
5969,2008,BRGD,10.3306,15.4959,15.4959,44.6429,2.5811,1.5924,8.6109,2.2091,55.0178,2.0424,533.1697,10956.7197,5200.2798,31.8895,2.106948110753579
5970,2009,BRGD,10.3306,15.4959,15.4959,44.6429,0.9399,0.6803,2.1515,1.8472,59.2178,0.3833,7.6339,10534.748,5525.447,54.2042,1.906587467041128
5971,2010,BRGD,10.3306,15.4959,15.4959,44.6429,1.4613,1.2363,2.2715,2.0241,61.1061,1.5001,3.1887,10694.837,5328.89,74.5082,2.00695398103545
5972,2011,BRGD,10.3306,15.4959,15.4959,44.6429,1.0686,0.955,5.0054,2.2363,66.7875,0.8944,9.2976,8915.971,6273.667,81.8464,1.42117377285087
5973,2012,BRGD,10.3306,15.4959,15.4959,44.6429,0.8872,0.8091,2.1181,2.3464,69.2757,0.5519,3.7256,12367.8,8097.6,59.4496,1.5273414344991108
5974,2013,BRGD,10.3306,15.4959,15.4959,44.6429,0.9421,0.8066,2.1502,2.394,71.9869,0.5283,3.9136,12864.7,8677.8,71.74,1.4824840397335732
5975,2014,BRGD,9.0909,13.6364,13.6364,39.2857,0.8441,0.8224,2.9201,2.5274,76.0006,0.5364,5.6208,13574.4,13738.2,79.788,0.9880770406603484
5976,2015,BRGD,9.0909,13.6364,13.6364,39.2857,1.0352,1.0597,2.4916,2.8989,80.1826,1.1894,5.9724,19095.1,18655.0,122.5932,1.0235915304207983
5977,2016,BRGD,9.0909,13.6364,13.6364,39.2857,0.947,1.0158,2.7008,3.5582,90.582,1.0617,13.3501,28301.9,26574.0,159.8832,1.06502220215248
5978,2017,BRGD,9.0909,13.6364,13.6364,39.2857,1.0951,1.1473,2.4791,3.8203,99.4665,1.5519,10.2158,27999.7,26645.0,152.0028,1.0508425595796584
5979,2018,BRGD,9.0909,13.6364,13.6364,39.2857,1.0402,1.1347,1.9642,3.5596,112.1088,1.4608,34.9346,31047.6,24681.1,148.2143,1.2579504155001195
5980,2019,BRGD,9.0909,13.6364,13.6364,39.2857,0.8955,1.1149,2.5767,4.1786,106.265,1.5722,-5.1429,57618.3,49579.1,174.4939,1.1621489700297103
5981,2020,BRGD,9.0909,13.6364,13.6364,39.2857,0.6516,1.0309,1.1325,5.1816,111.6013,1.1662,5.1503,63115.2,56981.9,174.6143,1.1076359335157304
5982,2021,BRGD,9.0909,13.6364,13.6364,39.2857,0.6026,1.2541,-0.3552,5.6345,111.3163,2.496,2.9165,74102.9,71416.7,213.1838,1.0376130512891242
5983,2022,BRGD,9.0909,13.6364,13.6364,39.2857,1.0154,1.5933,0.5713,5.5116,126.3539,4.0905,23.9502,85208.5,75851.2,168.6017,1.1233639019554074
5984,2023,BRGD,9.0909,13.6364,13.6364,39.2857,0.9756,1.4708,1.8482,5.1235,140.5984,3.3763,11.5151,97121.3,87520.5,142.8177,1.1096977279608775
6006,2003,VGRD,10.3306,15.4959,15.4959,44.6429,-0.7456,-0.7037,11.8774,2.7307,-16.5104,-0.7703,23.9123,-6105.8931,-1914.2447,51.0959,3.1897139900661604
6007,2004,VGRD,10.3306,15.4959,15.4959,44.6429,0.0468,-0.325,11.8889,2.664,-14.0894,-0.2266,23.6266,-5062.5294,-1494.1101,48.669,3.388324193779294
6008,2005,VGRD,10.3306,15.4959,15.4959,44.6429,0.8392,0.0537,11.9005,2.5973,-11.6684,0.317,23.3408,-4019.1657,-1073.9754,46.242,3.742325662207905
6009,2006,VGRD,10.3306,15.4959,15.4959,44.6429,1.6315,0.4324,11.9121,2.5306,-9.2474,0.8606,23.0551,-2975.8021,-653.8407,43.815,4.551264704078532
6010,2007,VGRD,10.3306,15.4959,15.4959,44.6429,2.4239,0.811,11.9236,2.4638,-6.8264,1.4042,22.7693,-1932.4384,-233.7061,41.388,8.268669067688007
6011,2008,VGRD,10.3306,15.4959,15.4959,44.6429,3.2162,1.1897,11.9352,2.3971,-4.4054,1.9478,22.4836,-889.0747,186.4286,38.9611,-4.768982334255582
6012,2009,VGRD,10.3306,15.4959,15.4959,44.6429,3.6129,1.0291,11.9467,2.3304,3.0261,1.0468,22.1979,950.526,463.357,20.7592,2.0513901807893262
6013,2010,VGRD,10.3306,15.4959,15.4959,44.6429,3.4715,1.3969,9.9187,1.917,3.3858,1.8702,11.8869,1904.034,924.438,56.9053,2.059666521713733
6014,2011,VGRD,10.3306,15.4959,15.4959,44.6429,4.0921,1.8139,11.9239,2.2815,4.1156,2.9166,21.5542,2866.392,2142.043,6.3067,1.3381580108335829
6015,2012,VGRD,10.3306,15.4959,15.4959,44.6429,4.5444,1.723,11.6241,2.2844,5.0408,2.6101,22.4795,3301.565,2223.239,49.8164,1.4850247769133234
6016,2013,VGRD,10.3306,15.4959,15.4959,44.6429,5.1805,2.5964,11.1954,2.3814,6.2539,5.0003,24.0665,4891.554,3396.05,60.2429,1.44036571899707
6017,2014,VGRD,10.3306,15.4959,15.4959,44.6429,5.864,2.5842,10.5186,2.3001,7.6205,4.3764,21.8504,4962.947,3038.875,31.1478,1.6331527292172268
6018,2015,VGRD,10.3306,15.4959,15.4959,44.6429,8.5654,4.2551,10.0772,2.0162,9.0018,7.247,18.6238,5425.149,2986.713,17.9416,1.8164279594323256
6019,2016,VGRD,10.3306,15.4959,15.4959,44.6429,10.9961,4.0399,15.4959,1.6988,11.1771,5.6266,24.6293,5353.139,2151.127,1.5158,2.488527641557193
6020,2017,VGRD,10.3306,15.4959,15.4959,44.6429,18.8665,8.2026,17.5208,1.4937,14.9383,11.6077,34.7495,7217.749,2868.085,0.3883,2.516574299576198
6021,2018,VGRD,10.3306,15.4959,15.4959,44.6429,17.1845,8.4386,12.756,1.521,17.6106,12.6174,18.1728,9162.48,4049.515,0.6255,2.2626116954746434
6022,2019,VGRD,10.3306,15.4959,15.4959,44.6429,15.7506,7.2649,13.1556,1.5418,21.0667,10.5546,19.9785,10861.329,4519.994,1.5696,2.402952083564713
6023,2020,VGRD,10.3306,15.4959,15.4959,44.6429,12.2738,4.883,13.2395,1.4917,23.2426,6.6752,10.6785,10604.521,4089.006,4.6206,2.593422704686665
6024,2021,VGRD,10.3306,15.4959,15.4959,44.6429,13.0689,6.1438,12.0616,1.509,28.1572,8.9622,21.6825,14010.278,5927.249,5.1932,2.3637066706662737
