,Dates,Company Name,ESG_DISCLOSURE_SCORE,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,ALTMAN_Z_SCORE,TOBIN_Q_RATIO,RETURN_ON_ASSET,FNCL_LVRG,BOOK_VAL_PER_SH,PX_TO_BOOK_RATIO,NET_WORTH_GROWTH,BS_CUR_ASSET_REPORT,BS_CUR_LIAB,TOT_DEBT_TO_COM_EQY
291,2021-03-31,HCLT,51.5944,39.4141,31.6505,83.5942,10.496,3.3922,14.6192,1.5099,222.5835,4.4147,23.1064,430770.5223,173529.9328,10.5819
292,2022-03-31,HCLT,51.5944,39.4141,31.6505,83.5942,11.127,3.8454,15.221,1.4327,228.5507,5.0919,-2.769,481289.054,188112.6618,10.2448
293,2023-03-31,HCLT,51.5944,39.4141,31.6505,83.5942,10.5125,3.4526,16.266,1.433,241.0209,4.5027,5.4562,535770.0,214310.0,7.3175
294,2003-03-31,APNT,13.1893,-1.1192,-11.7398,52.2745,3.8581,2.234,12.1495,2.5883,4.9599,4.4369,17.3774,7366.5098,5748.9102,47.3673
295,2004-03-31,APNT,15.214,0.133,-8.7414,54.0997,4.7457,2.7106,10.638,2.705,5.52,5.5036,10.8771,7602.6699,5814.5601,47.4477
296,2005-03-31,APNT,17.2388,1.3852,-5.7431,55.925,5.2025,3.0952,11.9337,2.6605,5.913,6.6286,7.1196,9498.3799,6786.5298,55.9471
297,2006-03-31,APNT,19.2636,2.6374,-2.7447,57.7502,6.5886,4.2532,13.1366,2.6618,6.7374,9.589,13.9421,11201.09,7711.12,59.4237
298,2007-03-31,APNT,26.7981,11.4467,5.8041,63.0042,6.5822,4.2296,15.0675,2.6195,8.1088,9.4046,20.3545,14055.54,11227.01,59.2635
299,2008-03-31,APNT,25.8525,8.6077,5.8041,63.0042,7.6939,5.2001,18.0636,2.5739,10.2416,11.716,26.3024,16917.9,11523.3,28.0149
300,2009-03-31,APNT,26.0135,9.0909,5.8041,63.0042,5.8746,3.2379,14.9027,2.4429,12.5435,6.269,22.4763,17987.1,14170.0,25.6506
301,2010-03-31,APNT,26.0135,9.0909,5.8041,63.0042,9.0968,5.7156,25.2559,2.2716,17.8272,11.4367,42.1229,23753.3,18545.7,13.4054
302,2011-03-31,APNT,27.5425,9.5137,9.9758,63.0042,9.3029,5.7803,20.0887,2.154,22.8047,11.0758,27.9208,30907.2,20806.6,10.6715
303,2012-03-31,APNT,27.6532,9.846,9.9758,63.0042,9.4927,5.9613,19.1531,2.0917,28.6542,11.3142,25.6503,35066.7,25870.3,12.4108
304,2013-03-31,APNT,30.9627,9.846,16.7775,66.1349,11.5294,69.9977,17.821,2.0383,3.5283,139.3679,23.1323,40061.8,29299.9,7.4154
305,2014-03-31,APNT,35.9119,9.5137,22.5514,75.5268,11.0609,7.0067,16.399,2.0023,42.1104,13.0122,19.3521,49152.0,34587.5,6.1683
306,2015-03-31,APNT,36.9882,4.923,29.8065,76.0987,14.7647,9.1974,16.421,1.935,49.4409,16.4095,17.4078,53389.7,35194.5,8.8178
307,2016-03-31,APNT,38.6883,10.0272,29.8065,76.0987,16.6018,8.2695,17.7269,1.7285,68.0237,12.7661,37.5859,57350.2,31490.8,4.9548
308,2017-03-31,APNT,39.654,6.6445,29.8065,82.36,16.5,8.6776,16.8777,1.6266,79.2734,13.5417,16.5379,69656.8,38848.7,7.3691
309,2018-03-31,APNT,40.7705,7.4902,29.8065,84.8585,15.3721,8.1869,15.5617,1.6363,87.6798,12.7783,10.6043,69140.8,44510.7,6.3426
310,2019-03-31,APNT,46.7257,23.3766,34.1898,82.4804,15.8057,9.214,14.3435,1.6812,98.7341,15.1184,12.6075,76269.5,51801.0,6.6161
311,2020-03-31,APNT,47.5204,23.3766,34.1898,84.8585,19.7863,10.2679,16.6817,1.6547,105.6108,15.7796,6.9649,75801.1,43803.8,11.0413
312,2021-03-31,APNT,45.0357,15.9166,34.1898,84.8585,23.1391,12.3198,17.1901,1.5924,133.5104,19.0053,26.4175,120266.0,59258.6,8.5358
313,2022-03-31,APNT,57.5697,33.8568,53.8996,84.8585,23.0191,13.2525,13.9806,1.6288,143.9907,21.3899,7.8498,151523.3,75709.9,11.4895
314,2023-03-31,APNT,57.5697,33.8568,53.8996,84.8585,20.0896,10.6482,16.8358,1.6368,166.7251,16.5641,15.7887,165351.6,78959.3,12.0847
315,2003-03-31,MSIL,29.2993,20.3532,44.5147,23.0646,5.9519,2.1444,2.8427,1.7742,107.2306,2.8662,14.4314,27828.0,16346.0,14.7192
316,2004-03-31,MSIL,31.1004,22.9105,44.0546,26.3635,6.5364,2.8305,9.9116,1.676,126.5065,3.9283,17.9761,20408.0,15602.0,9.0782
317,2005-03-31,MSIL,32.9014,25.4679,43.5944,29.6624,7.0693,2.0632,13.9095,1.4735,170.7625,2.4672,34.9832,30042.0,16255.0,0.4176
318,2006-03-31,MSIL,34.7025,28.0253,43.1343,32.9613,8.215,3.3044,15.883,1.4611,192.8974,4.5325,12.9624,42568.0,20875.0,12.0151
319,2007-03-31,MSIL,36.5035,30.5827,42.6741,36.2602,7.0492,2.5937,16.7055,1.5116,242.5149,3.3821,25.7222,39056.0,25132.0,9.5697
320,2008-03-31,MSIL,38.3046,33.1401,42.214,39.5591,3.5996,1.8676,12.7546,1.7953,298.6085,2.7695,23.13,43035.0,57637.0,0.1461
321,2009-03-31,MSIL,38.6078,35.3972,34.734,45.6653,5.9383,1.922,7.7546,1.7401,331.0823,2.3555,10.875,66120.0,37229.0,5.5879
322,2010-03-31,MSIL,40.4185,35.3972,40.1753,45.6653,8.7428,2.6964,16.9178,1.4268,421.6745,3.3627,27.3624,91965.0,36493.0,7.4327
323,2011-03-31,MSIL,43.1144,39.3235,44.347,45.6653,8.1837,2.1596,13.2086,1.3617,495.2683,2.5484,17.4528,97464.0,41047.0,3.1729
324,2012-03-31,MSIL,43.9694,39.3235,46.9166,45.6653,5.9824,2.0105,7.9667,1.4076,542.546,2.4892,9.5459,112420.0,66757.0,9.0643
325,2013-03-31,MSIL,48.7577,39.3235,48.7304,58.1878,5.5129,1.715,9.7566,1.4586,629.8926,2.034,21.3918,111754.0,68714.0,8.2448
326,2014-03-31,MSIL,51.4234,47.3271,48.7304,58.1878,6.3747,2.2094,9.6721,1.4557,711.6127,2.7708,12.9736,145740.0,82950.0,9.323
327,2015-03-31,MSIL,48.0334,45.4243,28.7485,69.8374,9.295,3.5342,11.5459,1.4395,805.0316,4.5928,13.1278,86947.0,89807.0,2.7395
328,2016-03-31,MSIL,55.7992,63.7572,33.7364,69.8374,8.1149,2.9109,14.2382,1.4054,1013.5062,3.6668,25.8964,79511.0,110441.0,0.9449
329,2017-03-31,MSIL,58.2135,67.4721,34.7642,72.3359,9.8899,3.7838,15.8627,1.3988,1227.327,4.9015,21.0971,87980.0,132368.0,1.5509
330,2018-03-31,MSIL,55.3767,67.4721,32.1644,66.4359,11.6244,4.7365,14.0452,1.409,1408.8782,6.2895,14.7924,79300.0,154485.0,0.4126
331,2019-03-31,MSIL,57.9519,67.4721,33.9782,72.3359,9.7891,3.4148,12.3157,1.3856,1558.9278,4.2802,10.6503,123727.0,141605.0,0.5254
332,2020-03-31,MSIL,62.1366,67.4721,33.9782,84.8585,7.7317,2.2593,8.8968,1.3222,1635.7584,2.6216,4.9284,84406.0,113054.0,0.4266
333,2021-03-31,MSIL,64.6514,69.4352,39.5707,84.8585,8.5887,3.1674,6.5022,1.3247,1737.9697,3.9467,6.2486,180970.0,162139.0,1.0303
334,2022-03-31,MSIL,64.6514,69.4352,39.5707,84.8585,9.2828,3.3184,5.3132,1.3542,1831.7495,4.1279,5.3959,167934.0,170235.0,0.769
335,2023-03-31,MSIL,57.5898,49.9547,37.8476,84.8585,9.0581,3.2306,10.3119,1.3597,2045.5273,4.0538,11.6707,116156.0,201073.0,2.0186
357,2003-03-31,ADE,6.6244,-10.8566,-23.5365,54.0815,2.9291,0.8334,5.7434,3.3699,13.7303,0.4481,13.5233,18975.525,12359.186,72.2953
358,2004-03-31,ADE,8.6883,-9.6471,-20.0844,55.6145,4.2362,1.078,6.2322,3.4749,15.6034,1.2823,13.6425,23936.0,14741.5,100.9796
359,2005-03-31,ADE,10.7522,-8.4376,-16.6322,57.1476,5.0239,1.165,3.9465,4.306,16.4705,1.8154,7.9822,36064.9,22678.0,113.6227
360,2006-03-31,ADE,12.8161,-7.2281,-13.1801,58.6806,3.9785,1.1141,3.3364,5.0564,18.845,1.588,14.7466,41421.4,21649.6,160.2398
361,2007-03-31,ADE,14.88,-6.0186,-9.7279,60.2137,3.2538,1.5091,2.8132,6.1431,23.339,4.5,34.9603,65178.3,26628.0,378.3364
362,2008-03-31,ADE,21.1749,0.0,0.0,63.3654,3.2335,2.0194,3.6381,6.2055,43.1047,6.9563,84.6899,79681.8,37809.0,287.2595
363,2009-03-31,ADE,23.7702,0.0,0.0,71.1318,2.144,1.1777,3.0985,6.3326,61.2086,2.1864,42.0702,107860.2,45127.7,400.2835
364,2010-03-31,ADE,23.7702,0.0,0.0,71.1318,2.0766,1.569,3.6293,5.5937,121.2323,3.8744,99.995,117898.5,50176.0,288.8331
365,2011-03-31,ADE,25.1584,0.0,4.1717,71.1318,1.6334,1.8744,5.2643,3.9585,161.1784,4.1355,193.5984,155722.5,148287.4,186.7326
366,2012-03-31,ADE,24.233,0.0,4.1717,68.3624,0.6051,1.1314,2.1569,4.5847,177.0474,1.7219,9.8456,257337.1,298893.0,335.0008
367,2013-03-31,ADE,27.2005,0.7551,17.3519,63.3654,0.5356,1.0069,1.4715,5.3562,195.1122,1.0363,10.2034,280234.4,340448.7,287.8201
368,2014-03-31,ADE,28.1259,0.7551,17.3519,66.1349,0.813,1.1414,1.9268,5.098,216.0117,1.7036,10.7115,269015.1,367152.8,273.5132
369,2015-03-31,ADE,27.2709,0.7551,17.3519,63.5762,1.213,1.3206,1.564,5.0341,233.9296,2.6305,8.2948,327251.6,428750.3,291.1245
370,2016-03-31,ADE,27.2709,0.7551,17.3519,63.5762,1.6756,0.874,1.1711,4.4141,121.6356,0.6067,-48.0033,213366.8,199712.8,143.2943
371,2017-03-31,ADE,28.9408,0.7551,17.3519,68.5731,1.585,0.9539,2.2086,3.251,128.531,0.8445,5.6689,221586.8,222269.8,147.4657
372,2018-03-31,ADE,30.9325,0.7551,20.8283,71.0716,1.4079,1.0374,1.4537,3.5649,137.198,1.14,6.7431,354563.8,342995.4,116.8831
373,2019-03-31,ADE,35.1172,0.7551,20.8283,83.5942,1.9703,1.0325,1.4483,3.3182,134.1681,1.0938,-2.2084,231280.1,225092.9,76.1944
374,2020-03-31,ADE,35.9722,0.7551,23.3978,83.5942,1.9565,0.9613,2.5453,2.8211,154.0863,0.893,14.8458,241829.2,232888.8,75.946
375,2021-03-31,ADE,46.9067,19.9336,37.0617,83.5942,3.5014,2.8637,1.8726,2.8893,156.0139,6.6093,1.251,199633.1,214830.9,94.2785
376,2022-03-31,ADE,56.4631,21.1114,58.3132,89.8555,2.7617,2.9588,1.0124,3.892,202.3668,9.9559,29.7108,309453.9,438497.8,186.9297
377,2023-03-31,ADE,56.4631,21.1114,58.3132,89.8555,2.5015,2.1768,2.0333,4.3981,289.9209,6.0377,48.5004,371217.3,448030.5,160.9647
378,2003-03-31,TTAN,11.8399,-14.6606,-15.5043,65.4815,1.6911,1.1619,1.4464,9.9915,0.9355,2.6722,1.9598,5136.804,2470.034,583.9206
379,2004-03-31,TTAN,13.6085,-12.5002,-12.9601,66.0875,2.0952,1.4069,7.1888,7.9156,1.4704,3.595,57.1829,5531.1362,4339.7358,323.2304
380,2005-03-31,TTAN,15.3772,-10.3399,-10.4159,66.6935,3.1172,2.0315,2.5804,6.246,1.565,7.3144,6.4314,5805.735,3248.69,238.5694
381,2006-03-31,TTAN,17.1459,-8.1795,-7.8717,67.2996,5.7956,4.7378,9.4482,5.184,2.3248,17.9888,46.7783,6427.941,5269.949,137.0379
382,2007-03-31,TTAN,25.1484,0.0,0.0,75.2559,5.2772,3.8396,9.546,3.9203,3.7972,11.0976,71.5005,8912.378,7478.663,73.4947
383,2008-03-31,TTAN,22.2211,0.0,0.0,66.4961,5.2831,3.6643,10.5686,3.5668,5.0215,10.5248,32.2412,13035.179,10135.88,47.0781
384,2009-03-31,TTAN,23.2673,0.0,0.0,69.6267,4.8426,2.633,9.7077,3.3648,6.2838,6.2204,25.138,14822.657,10954.24,29.8602
385,2010-03-31,TTAN,23.2673,0.0,0.0,69.6267,6.8304,4.5334,12.9248,3.015,8.2443,11.1629,31.1991,18234.722,12953.081,9.9726
386,2011-03-31,TTAN,23.2673,0.0,0.0,69.6267,6.3455,5.2259,14.7731,3.3174,11.6653,16.3367,41.4947,33292.46,26657.831,6.5682
387,2012-03-31,TTAN,24.1022,0.0,0.0,72.1252,6.6127,4.9978,14.2023,3.3921,16.4558,13.8888,41.0672,41670.312,31837.773,0.7742
388,2013-03-31,TTAN,24.1022,0.0,0.0,72.1252,6.2046,4.5343,13.6952,3.0877,22.1884,11.5556,34.8365,51810.996,38483.196,0.3063
389,2014-03-31,TTAN,24.1022,0.0,0.0,72.1252,6.7581,4.4034,12.2544,2.6699,28.4155,9.2449,28.067,52332.0,35140.5,31.988
390,2015-03-31,TTAN,28.7999,0.7551,19.4377,66.0747,10.791,6.3989,13.6274,2.1367,34.7361,11.2736,22.2434,48474.3,26936.3,3.2401
391,2016-03-31,TTAN,39.5634,19.8429,32.6784,66.0747,9.2433,5.192,11.0455,1.8533,39.494,8.5861,13.6974,51252.9,27135.8,3.2242
392,2017-03-31,TTAN,41.2836,25.0076,32.6784,66.0747,8.6099,5.3829,9.6451,1.9064,47.6727,9.7068,20.7086,67357.0,40277.5,44.4769
393,2018-03-31,TTAN,44.4221,25.0076,29.5345,78.5972,14.3002,9.2492,12.6041,1.9236,57.3314,16.436,20.2605,76010.1,43153.8,33.223
394,2019-03-31,TTAN,41.8469,19.8429,26.9649,78.5972,13.8352,9.135,13.2221,1.9032,68.3729,16.7003,19.2592,95873.0,54619.3,39.2849
395,2020-03-31,TTAN,43.567,25.0076,26.9649,78.5972,10.1351,6.6256,11.8851,1.9833,75.1155,12.4302,9.8614,101203.0,56265.5,53.2392
396,2021-03-31,TTAN,44.7239,25.3398,30.1088,78.5972,11.5758,8.9729,6.4863,2.1179,84.236,18.4963,12.4199,131970.0,77140.0,75.11
397,2022-03-31,TTAN,44.2008,25.3398,28.5369,78.5972,13.9776,11.2111,11.5444,2.2408,104.5281,24.2629,24.0896,174540.0,105120.0,78.2113
398,2023-03-31,TTAN,44.2008,25.3398,28.5369,78.5972,11.6979,8.8442,13.4807,2.2793,133.1573,18.8867,27.389,224070.0,132640.0,79.0397
399,2003-03-31,SUNP,-2.4163,-20.6529,-19.1682,32.4415,7.6774,3.1821,31.8489,1.4157,3.0127,4.4894,3.3704,5440.8999,1718.9,22.531
400,2004-03-31,SUNP,0.413,-17.6876,-16.6117,35.4067,9.1648,4.6463,30.2476,1.6478,4.56,7.1261,50.8838,7972.1001,2683.1001,35.7264
401,2005-03-31,SUNP,3.2422,-14.7222,-14.0553,38.3719,4.1795,3.2678,16.7196,2.3994,6.0877,7.663,33.5016,23527.0996,2586.5,161.4258
402,2006-03-31,SUNP,6.0714,-11.7569,-11.4989,41.337,5.7042,5.6977,18.3159,2.4245,8.5541,10.0484,40.6816,26620.4,6994.2,130.6591
403,2007-03-31,SUNP,8.9006,-8.7916,-8.9424,44.3022,10.9194,7.282,24.6783,1.4447,14.3298,7.3724,74.4392,29888.5,4014.3,38.7891
404,2008-03-31,SUNP,11.7299,-5.8262,-6.386,47.2674,14.6183,4.4244,32.6582,1.2277,22.4311,5.4806,67.6343,40337.0,10197.2,5.379
405,2009-03-31,SUNP,14.5591,-2.8609,-3.8296,50.2326,15.9864,2.9332,25.3479,1.2268,34.0143,3.2676,51.639,50684.8,8547.8,2.5393
406,2010-03-31,SUNP,19.0524,7.309,2.5695,47.1704,23.2795,4.2281,15.5874,1.1655,37.7996,4.7408,11.1284,52941.8,8517.0,2.1861
407,2011-03-31,SUNP,19.0524,7.309,2.5695,47.1704,15.6104,3.9371,16.9367,1.2387,45.7874,4.8321,21.1321,75930.5,17308.8,4.4877
408,2012-03-31,SUNP,24.2229,7.309,3.023,62.1915,13.8504,3.8401,18.4191,1.3282,59.0768,4.8238,29.0242,102933.7,26184.9,2.6212
409,2013-03-31,SUNP,25.2691,7.309,3.023,65.3221,15.5745,4.3921,16.1,1.3611,72.3735,5.6578,22.5074,115030.3,28412.5,1.7326
410,2014-03-31,SUNP,23.5992,7.309,3.023,60.3251,10.6937,4.4223,12.5776,1.4905,89.4422,6.4259,23.5843,186864.6,59895.9,13.8238
411,2015-03-31,SUNP,36.0628,13.2286,16.2031,78.5972,8.347,4.8204,11.6142,1.77,123.7859,8.2715,38.3976,289157.5,161468.1,35.0888
412,2016-03-31,SUNP,36.0628,13.2286,16.2031,78.5972,8.721,3.9598,8.7142,1.7797,137.0498,5.9832,28.6464,299413.0,131439.6,25.7614
413,2017-03-31,SUNP,36.0628,13.2286,16.2031,78.5972,7.0823,3.0919,11.911,1.6796,152.7123,4.5062,11.0883,329536.5,178870.2,26.8337
414,2018-03-31,SUNP,36.0628,13.2286,16.2031,78.5972,5.0236,2.2474,3.3284,1.6801,159.6872,3.1004,4.57,316359.0,198643.2,27.1056
415,2019-03-31,SUNP,43.9996,33.2528,20.0121,78.5972,5.4914,2.1359,4.1257,1.6207,172.5856,2.7746,8.0778,310691.9,173396.2,25.3914
416,2020-03-31,SUNP,45.2067,33.2528,23.6397,78.5972,4.7656,1.5753,5.6638,1.5339,188.6542,1.8674,9.3105,316541.6,157064.3,18.3696
417,2021-03-31,SUNP,51.3027,35.0045,27.63,91.1198,6.9324,2.433,4.2729,1.4818,193.6486,3.087,2.6474,304420.8,161456.3,8.3262
418,2022-03-31,SUNP,52.4696,40.1691,32.2551,84.8585,9.4647,3.4563,4.7612,1.4552,200.1022,4.5714,3.3326,348646.0,172084.5,2.6875
419,2023-03-31,SUNP,52.4696,40.1691,32.2551,84.8585,9.1373,3.2278,11.2567,1.4475,233.3788,4.2125,16.6298,398833.4,199063.8,12.2972
420,2003-03-31,DMART,21.1979,0.1618,-10.4607,73.6894,-99.1181,0.8108,8.6348,3.212,-273.9004,8.1467,75.5692,-45322.6125,-8042.341,163.581
421,2004-03-31,DMART,21.7698,0.2848,-9.1338,73.9571,-89.5944,1.5189,8.8348,3.0989,-248.8245,8.5512,73.3084,-40808.5648,-6958.1555,154.8792
422,2005-03-31,DMART,22.3418,0.4077,-7.8069,74.2248,-80.0707,2.2271,9.0347,2.9857,-223.7485,8.9557,71.0476,-36294.5171,-5873.9701,146.1774
423,2006-03-31,DMART,22.9137,0.5307,-6.4801,74.4925,-70.5471,2.9353,9.2346,2.8725,-198.6726,9.3602,68.7868,-31780.4694,-4789.7846,137.4756
424,2007-03-31,DMART,23.4857,0.6537,-5.1532,74.7602,-61.0234,3.6434,9.4345,2.7594,-173.5966,9.7647,66.526,-27266.4216,-3705.5992,128.7738
425,2008-03-31,DMART,24.0576,0.7766,-3.8263,75.0279,-51.4997,4.3516,9.6345,2.6462,-148.5207,10.1692,64.2652,-22752.3739,-2621.4137,120.0721
426,2009-03-31,DMART,24.6296,0.8996,-2.4994,75.2956,-41.9761,5.0597,9.8344,2.5331,-123.4447,10.5737,62.0044,-18238.3262,-1537.2283,111.3703
427,2010-03-31,DMART,25.2015,1.0226,-1.1725,75.5633,-32.4524,5.7679,10.0343,2.4199,-98.3688,10.9782,59.7436,-13724.2785,-453.0428,102.6685
428,2011-03-31,DMART,25.7735,1.1455,0.1543,75.831,-22.9287,6.4761,10.2342,2.3067,-73.2928,11.3828,57.4829,-9210.2307,631.1426,93.9667
429,2012-03-31,DMART,26.3454,1.2685,1.4812,76.0987,-13.4051,7.1842,10.4342,2.1936,-48.2168,11.7873,55.2221,-4696.183,1715.3281,85.2649
430,2013-03-31,DMART,26.9174,1.3915,2.8081,76.3664,-3.8814,7.8924,10.6341,2.0804,14.512,12.1918,52.9613,3807.23,2975.51,66.7658
431,2014-03-31,DMART,27.4893,1.5144,4.135,76.6341,5.6423,8.6006,9.7809,1.8908,17.4772,12.5963,21.0296,4893.49,3561.99,67.0951
432,2015-03-31,DMART,28.0613,1.6374,5.4618,76.9018,15.1659,9.3087,10.1705,1.9317,21.3553,13.0008,25.4947,6336.86,3950.65,75.4255
433,2016-03-31,DMART,28.6332,1.7604,6.7887,77.1695,24.6896,10.0169,11.7367,2.0063,27.0761,13.4053,26.7887,7897.303,6163.341,78.434
434,2017-03-31,DMART,27.452,1.2685,4.8065,76.0987,15.3128,7.177,10.7295,1.6642,61.5587,10.3616,152.6759,29786.054,9475.858,38.9745
435,2018-03-31,DMART,30.2082,2.4162,9.4317,78.5972,54.9225,14.8111,14.0575,1.3478,74.8144,17.7078,21.5333,19722.0,6859.6,9.4086
436,2019-03-31,DMART,31.7574,2.4162,14.0871,78.5972,43.1986,13.3073,14.2648,1.2338,89.5303,16.4313,19.67,20825.8,12269.2,12.5329
437,2020-03-31,DMART,31.7574,2.4162,14.0871,78.5972,88.5761,11.8162,13.6366,1.1449,171.0431,12.7892,98.2969,23476.7,7258.0,3.0072
438,2021-03-31,DMART,31.7574,2.4162,14.0871,78.5972,78.427,13.6698,8.5456,1.1061,188.0856,15.2008,9.9639,40611.3,11057.7,3.2232
439,2022-03-31,DMART,31.7574,2.4162,14.0871,78.5972,89.941,16.8764,10.248,1.1263,211.1481,18.9599,12.2617,34428.5,12182.9,4.7299
440,2023-03-31,DMART,31.7574,2.4162,14.0871,78.5972,69.1119,12.2888,14.1667,1.1285,248.027,13.7124,17.5546,54483.9,14670.1,3.999
441,2003-03-31,UTCEM,13.3403,-0.1188,1.3848,38.6598,3.1172,2.1371,11.8872,2.9972,-256.4179,4.6139,43.3093,-28441.9068,-41665.1011,115.036
442,2004-03-31,UTCEM,16.276,3.2968,4.0438,41.3929,3.1594,2.1561,11.5783,2.9257,84.7156,4.5505,41.7168,6011.5,5941.0,148.6189
443,2005-03-31,UTCEM,19.2118,6.7123,6.7028,44.1259,1.9722,1.9623,-1.466,3.5926,78.271,4.5323,-7.6073,7206.9,4766.7,157.9544
444,2006-03-31,UTCEM,22.1475,10.1279,9.3618,46.859,3.3899,3.051,6.2448,3.5777,83.7123,8.1595,6.952,9242.2,6343.4,139.4307
445,2007-03-31,UTCEM,25.0833,13.5435,12.0208,49.5921,4.2146,2.6789,18.8982,2.9566,142.041,5.4358,69.7965,9694.5,7782.8,89.2784
446,2008-03-31,UTCEM,20.5714,6.8861,2.7811,51.9266,3.6632,2.1257,18.454,2.4485,217.0993,3.6138,52.8427,13195.5,14510.9,64.4014
447,2009-03-31,UTCEM,28.5686,21.7155,6.9528,56.9235,3.047,1.4196,13.9473,2.2213,290.0996,1.9006,33.6253,23898.4,15646.2,59.3374
448,2010-03-31,UTCEM,28.5686,21.7155,6.9528,56.9235,4.5232,2.165,13.5839,1.9591,371.0851,3.1121,27.9177,31301.1,13539.9,34.7886
449,2011-03-31,UTCEM,34.7651,24.5847,22.7025,56.9235,2.9262,1.9414,9.1142,1.9654,388.503,2.9125,130.4693,74630.5,57737.5,52.0439
450,2012-03-31,UTCEM,38.6983,27.4237,25.393,63.1848,3.5496,2.1518,10.3292,1.9826,467.933,3.2367,20.4555,71917.9,53093.0,45.9339
451,2013-03-31,UTCEM,44.3819,29.1453,40.7497,63.1848,3.5154,2.2171,9.8277,1.9425,555.4597,3.3647,18.7546,82828.9,70672.1,48.2106
452,2014-03-31,UTCEM,54.8939,44.9411,47.2793,72.3961,3.6473,2.3292,7.1411,1.9062,626.5247,3.4906,12.8192,94907.4,65248.3,42.672
453,2015-03-31,UTCEM,63.394,53.8206,53.9299,82.36,3.4814,2.5745,5.9733,1.9396,693.9089,4.1474,10.8212,86603.5,110202.8,51.6204
454,2016-03-31,UTCEM,58.5454,53.8206,39.3591,82.36,3.8104,2.6179,6.2524,1.9339,799.6764,4.0376,15.2535,105338.6,116182.4,48.374
455,2017-03-31,UTCEM,56.0105,53.8206,44.3168,69.8374,4.933,3.0132,6.5088,1.8003,888.5611,4.4845,11.1469,133256.7,83286.1,34.7431
456,2018-03-31,UTCEM,56.0105,53.8206,44.3168,69.8374,3.0986,2.4364,4.4725,1.9571,960.6634,4.1117,8.1555,114613.1,115154.4,73.8414
457,2019-03-31,UTCEM,56.4833,55.2401,44.3168,69.8374,2.4846,1.9927,3.5957,2.2232,1229.7976,3.2512,27.9347,118607.4,150442.5,75.0711
458,2020-03-31,UTCEM,63.5952,55.2401,44.3168,91.1198,2.4228,1.6885,7.39,2.1397,1353.7325,2.397,15.683,141153.4,163411.3,61.9304
459,2021-03-31,UTCEM,65.1946,60.0423,44.3168,91.1198,3.9337,2.7427,6.6058,1.9876,1531.3928,4.3999,13.1415,230536.9,203477.6,49.1671
460,2022-03-31,UTCEM,65.4562,59.4986,43.1378,93.6183,4.6561,2.67,8.6398,1.797,1748.6318,3.7757,14.1723,174894.7,201551.9,22.4026
461,2023-03-31,UTCEM,65.4562,59.4986,43.1378,93.6183,4.7918,2.8104,5.7803,1.6725,1884.1086,4.0455,7.7114,207429.0,234317.9,20.355
483,2003-03-31,TTMT,63.2201,69.0305,55.8568,64.7614,2.062,1.3542,3.7923,3.5482,13.3034,2.2421,1.0828,32855.4,36342.3,139.4548
484,2004-03-31,TTMT,62.276,66.9371,53.606,66.2639,3.2259,2.213,9.6839,3.2172,19.8476,4.6895,64.6691,46135.6,51851.9,91.9684
485,2005-03-31,TTMT,61.3319,64.8436,51.3551,67.7664,2.7242,1.7035,10.5989,3.2462,23.2931,3.4035,20.2833,82407.2,72270.0,127.54
486,2006-03-31,TTMT,60.3877,62.7501,49.1043,69.269,4.111,2.625,10.4094,3.1535,30.6916,5.8182,39.4416,113320.7,78190.7,103.2276
487,2007-03-31,TTMT,59.4436,60.6567,46.8535,70.7715,3.1832,1.8151,10.061,3.1139,38.3967,3.6343,25.9351,159499.9,88654.0,126.2423
488,2008-03-31,TTMT,58.4994,58.5632,44.6027,72.274,2.2827,1.4972,7.6482,3.5537,40.9067,2.9171,6.5729,192673.5,136445.6,117.9276
489,2009-03-31,TTMT,57.5553,56.4698,42.3519,73.7766,0.9325,1.0447,-4.7217,7.4889,22.8697,1.56,-27.8103,327664.9,423319.1,660.0871
490,2010-03-31,TTMT,49.1701,55.3307,27.237,64.8706,1.4604,1.3802,3.1858,11.4092,28.4613,5.2679,38.1413,435197.5,521891.7,515.3568
491,2011-03-31,TTMT,56.8856,55.3307,40.9915,74.2625,2.4241,1.5945,9.8638,6.8681,59.7781,4.1323,133.6138,420888.2,551256.2,199.2522
492,2012-03-31,TTMT,58.6058,52.8239,46.1608,76.761,2.3992,1.3771,10.9915,4.7416,101.9412,2.6714,70.5581,644614.7,732680.7,156.6668
493,2013-03-31,TTMT,61.9354,52.8239,43.5913,89.2836,2.2866,1.283,6.2749,4.4829,116.729,2.2813,15.1041,741535.5,865456.6,154.3916
494,2014-03-31,TTMT,56.9259,51.1628,42.7751,76.761,2.5572,1.285,7.168,3.7812,201.658,1.9559,74.3043,958453.3,923561.3,100.3062
495,2015-03-31,TTMT,45.7801,25.823,21.4933,89.8555,2.809,1.5063,6.0988,3.7636,172.9432,3.1476,-14.2394,1017584.0,1002720.0,138.0812
496,2016-03-31,TTMT,46.6854,34.7327,15.2963,89.8555,2.4654,1.196,4.5786,3.7407,232.4468,1.6632,40.3301,1099236.7,1070494.3,87.9228
497,2017-03-31,TTMT,49.1399,42.1021,15.2963,89.8555,2.2791,1.3659,2.7563,3.9477,170.9423,2.7252,-26.4596,1161197.5,1156295.2,135.4177
