,Dates,Company Name,ESG_DISCLOSURE_SCORE,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,ALTMAN_Z_SCORE,TOBIN_Q_RATIO,RETURN_ON_ASSET,FNCL_LVRG,BOOK_VAL_PER_SH,PX_TO_BOOK_RATIO,NET_WORTH_GROWTH,BS_CUR_ASSET_REPORT,BS_CUR_LIAB,TOT_DEBT_TO_COM_EQY
2547,2009-03-31,LPC,17.7045,0.0,0.0,52.9801,3.3174,2.0566,13.5899,2.7292,34.4078,3.979,11.3419,22308.7,18636.3,85.8544
2548,2010-03-31,LPC,17.7045,0.0,0.0,52.9801,5.647,3.3413,14.9764,2.2799,57.7405,5.6368,80.2214,27754.5,20557.2,44.3896
2549,2011-03-31,LPC,17.7045,0.0,0.0,52.9801,6.2174,3.4998,15.3892,1.9166,73.5336,5.6661,27.7764,32169.8,22201.3,35.4271
2550,2012-03-31,LPC,17.7045,0.0,0.0,52.9801,5.7833,3.4601,12.3014,1.934,89.8458,5.8934,22.3039,43423.2,31203.0,40.8459
2551,2013-03-31,LPC,27.12,9.3023,15.8404,56.1108,7.3898,3.5719,15.5558,1.8331,116.2869,5.4052,29.6866,51431.3,30069.2,22.3761
2552,2014-03-31,LPC,27.12,9.3023,15.8404,56.1108,11.078,4.4204,19.209,1.5755,154.5929,6.0362,33.1924,61004.5,26295.5,9.4313
2553,2015-03-31,LPC,32.6828,2.4162,16.8682,78.5972,16.0713,7.196,20.59,1.4769,197.4258,10.1729,28.0238,78323.5,37292.3,6.0527
2554,2016-03-31,LPC,32.6828,2.4162,16.8682,78.5972,6.2151,3.4526,12.643,1.7848,247.7539,5.9706,25.7978,98874.0,50611.7,64.2953
2555,2017-03-31,LPC,32.6828,2.4162,16.8682,78.5972,5.7186,2.9455,10.3894,1.9964,298.8986,4.8351,20.9095,119529.3,61205.9,59.0187
2556,2018-03-31,LPC,32.6828,2.4162,16.8682,78.5972,3.9507,1.7485,0.9497,1.9543,300.3224,2.4502,0.5889,122095.4,50955.5,52.6093
2557,2019-03-31,LPC,32.6828,2.4162,16.8682,78.5972,3.5209,1.7057,2.2359,1.986,303.6999,2.4353,1.2165,138535.8,61298.7,61.8251
2558,2020-03-31,LPC,35.9018,12.0809,16.8682,78.5972,3.2451,1.5673,-1.0178,2.0143,276.7495,2.1306,-8.7724,154132.1,92252.0,52.8458
2559,2021-03-31,LPC,41.8368,17.4872,29.2926,78.5972,4.9979,2.3762,5.0069,1.8449,304.2483,3.354,10.1019,139863.7,84360.9,37.1588
2560,2022-03-31,LPC,44.3919,22.5914,31.8622,78.5972,3.6985,1.9989,-6.7268,1.7503,267.4134,2.7936,-11.9529,124576.8,82764.4,34.2161
2561,2023-03-31,LPC,44.3919,22.5914,31.8622,78.5972,3.6157,1.7421,1.921,1.8189,273.9563,2.3668,2.5609,124513.0,92653.7,36.4356
2562,2003-03-31,BHFC,0.0136,-23.1634,-25.1194,48.141,2.669,2.2088,5.5943,3.6513,-6.5296,5.7206,49.4386,5472.4644,654.0189,140.0877
2563,2004-03-31,BHFC,2.9659,-19.7925,-21.5408,50.0524,2.7314,2.2328,5.5862,3.5758,0.4796,5.6566,46.7946,8768.039,3429.2134,136.7062
2564,2005-03-31,BHFC,5.9182,-16.4216,-17.9621,51.9637,3.9764,3.4751,5.5781,3.5003,12.401,11.0983,44.1506,10293.3535,9112.6533,158.4632
2565,2006-03-31,BHFC,8.8705,-13.0508,-14.3835,53.8751,3.5601,3.2596,8.5979,3.3388,28.2211,7.8904,155.9757,20848.8,19975.51,112.0373
2566,2007-03-31,BHFC,11.8227,-9.6799,-10.8049,55.7865,2.9171,2.1249,6.6979,3.2021,33.2311,4.7478,17.8676,27686.07,18281.54,137.7852
2567,2008-03-31,BHFC,20.1388,5.5874,0.0,54.696,2.7386,1.8323,5.9484,3.2194,37.1454,3.596,11.7791,27763.4902,18547.7695,114.3055
2568,2009-03-31,BHFC,20.1388,5.5874,0.0,54.696,1.724,1.0969,1.1163,3.1434,37.4325,1.307,0.7728,25316.44,12080.74,127.5132
2569,2010-03-31,BHFC,20.1388,5.5874,0.0,54.696,1.8503,1.7996,-1.2042,3.3653,32.8538,3.8709,-12.2317,24170.79,14062.01,151.0267
2570,2011-03-31,BHFC,21.527,5.5874,4.1717,54.696,2.9089,2.0806,5.3106,3.199,41.9457,4.1399,33.4894,26305.88,18402.1,96.6003
2571,2012-03-31,BHFC,23.5188,5.9197,4.1717,60.3251,2.3995,1.7181,6.3502,3.1447,46.9061,3.4116,11.8257,37013.1,28352.36,110.7629
2572,2013-03-31,BHFC,29.7958,5.9197,5.26,78.0253,1.7998,1.3377,3.3167,3.3621,48.4631,2.1367,3.3195,37631.4,30668.85,123.4972
2573,2014-03-31,BHFC,34.3728,5.9197,19.0145,78.0253,2.819,1.9471,6.5903,3.0628,57.6312,3.6595,18.9175,41264.45,30147.85,95.5382
2574,2015-03-31,BHFC,34.3024,1.6007,20.0423,81.0957,5.6926,4.1909,9.6705,2.5738,73.9744,8.6304,28.3583,44331.54,24672.31,68.6543
2575,2016-03-31,BHFC,38.8794,16.7925,18.5913,81.0957,4.2583,3.0396,8.2098,2.4102,73.3098,5.9549,-0.8984,42543.81,28687.79,86.234
2576,2017-03-31,BHFC,39.2717,16.7925,19.7703,81.0957,4.6691,3.2675,8.205,2.281,88.4121,5.8934,20.6006,42200.5,32061.64,56.3907
2577,2018-03-31,BHFC,39.6137,16.7925,20.7981,81.0957,5.4522,3.7877,8.0683,2.1555,99.9103,7.0028,13.0053,45808.66,37538.78,58.2807
2578,2019-03-31,BHFC,40.851,23.0142,20.7981,78.5972,4.2522,2.5874,9.5313,2.1599,115.4679,4.4376,15.5716,55389.01,41088.15,74.9491
2579,2020-03-31,BHFC,43.8588,23.0142,29.8368,78.5972,2.5369,1.4946,3.0151,2.19,112.1106,2.0957,-2.9076,52710.5,39673.94,85.624
2580,2021-03-31,BHFC,59.149,61.6128,37.1524,78.5972,3.2784,2.6946,-1.0216,2.3264,116.3069,5.1239,3.7431,62144.36,45177.26,97.3323
2581,2022-03-31,BHFC,62.5591,51.9178,57.104,78.5972,3.7207,2.6688,7.5156,2.4017,141.1262,4.9644,21.3394,79309.58,61142.2,90.883
2582,2023-03-31,BHFC,62.5591,51.9178,57.104,78.5972,3.2026,2.5865,3.1087,2.5605,144.0225,5.3495,2.0523,90020.18,82768.57,109.0628
2583,2003-03-31,BOOT,-1.771,-16.2025,-16.1516,26.9326,4.7639,2.8124,25.118,1.7262,95.8763,4.3467,-12.3103,770.5,1150.0,1.5017
2584,2004-03-31,BOOT,0.8279,-14.148,-13.7113,30.2324,7.6135,3.6333,35.0995,1.7403,123.2191,5.3652,28.5188,696.3,1155.4,1.1632
2585,2005-03-31,BOOT,3.4269,-12.0936,-11.2711,33.5322,10.8916,3.8958,19.0078,1.5381,141.6483,5.1526,14.9564,2792.0,868.0,0.0
2586,2006-03-31,BOOT,6.0259,-10.0392,-8.8308,36.8319,8.9001,2.6861,18.3938,1.408,160.8694,3.3356,13.5696,3089.7,882.4,0.5736
2587,2007-03-31,BOOT,8.6249,-7.9847,-6.3906,40.1317,8.295,2.6339,20.4001,1.407,159.6242,3.3366,-6.0168,1444.5,934.6,0.4458
2588,2008-03-31,BOOT,13.1677,0.0,0.0,39.404,6.4332,1.9002,18.4659,1.5056,161.7888,2.4263,-4.2291,2999.2,1247.5,0.3435
2589,2009-03-31,BOOT,17.3524,0.0,0.0,51.9266,9.955,2.9018,21.2412,1.4883,198.5751,3.6817,22.7373,3337.672,1091.604,0.0
2590,2010-03-31,BOOT,17.3524,0.0,0.0,51.9266,12.187,4.5802,14.5718,1.4496,223.3104,6.3159,12.4564,4028.622,1478.603,0.0
2591,2011-03-31,BOOT,17.3524,0.0,0.0,51.9266,11.1017,4.2103,19.2487,1.4725,256.0755,5.705,78.1841,6862.638,2385.234,0.0
2592,2012-03-31,BOOT,18.1873,0.0,0.0,54.425,11.1002,3.7597,16.9777,1.4312,304.4143,4.87,18.8768,7750.531,2295.691,0.0
2593,2013-03-31,BOOT,18.1873,0.0,0.0,54.425,10.5602,3.2071,15.9172,1.3837,379.5953,4.0209,24.701,9690.9,2398.0,0.0
2594,2014-03-31,BOOT,19.0423,5.527,9.6131,41.9025,10.4617,3.5825,17.6932,1.4069,370.7657,4.7341,-2.3293,10029.035,2939.955,0.0
2595,2015-03-31,BOOT,31.8881,2.084,14.8126,78.5972,15.3127,6.4319,18.2233,1.4564,441.204,8.9587,18.998,12261.128,3969.414,0.0
2596,2016-03-31,BOOT,32.7432,2.084,17.3821,78.5972,18.1584,6.4455,17.0728,1.4018,562.6533,8.3625,27.5268,14506.32,3822.735,0.0
2597,2017-03-31,BOOT,37.803,9.7252,24.9395,78.5972,12.2096,5.1081,15.034,1.4251,652.701,7.1129,16.0041,18905.518,6296.447,0.0
2598,2018-03-31,BOOT,40.2374,9.7252,25.9674,84.8585,9.8023,5.095,17.9115,1.4547,796.6193,6.8451,22.0497,22654.72,6680.835,0.0
2599,2019-03-31,BOOT,45.8807,24.1015,28.5369,84.8585,13.4272,5.595,16.8125,1.4473,945.2476,7.7279,18.6574,27609.845,8568.934,0.0
2600,2020-03-31,BOOT,46.5346,26.0646,28.5369,84.8585,21.0178,9.5712,18.2785,1.4611,1144.3704,13.5018,21.0657,32046.399,8911.006,7.192
2601,2021-03-31,BOOT,47.6109,26.7291,31.1064,84.8585,18.7969,8.6127,18.6994,1.4675,1224.5861,12.2354,7.0096,34874.1,10308.6,5.8636
2602,2022-03-31,BOOT,44.06,22.8028,24.3652,84.8585,19.5038,9.2378,19.8076,1.4874,1327.0036,13.3405,8.3634,38530.4,12031.9,5.3795
2603,2023-03-31,BOOT,44.06,22.8028,24.3652,84.8585,23.8073,10.5923,21.6276,1.4612,1500.5387,14.7046,13.0772,30251.1,12060.2,3.5493
2604,2003-03-31,ARBP,6.266,-25.2754,-23.0053,66.8508,1.8636,0.9962,6.828,2.976,10.712,0.9879,39.5227,8205.0,6013.1001,139.8004
2605,2004-03-31,ARBP,8.7046,-22.1161,-19.8216,67.8291,2.5481,1.6377,6.2964,2.8246,14.2639,2.643,45.3856,9589.4,6986.6,113.6209
2606,2005-03-31,ARBP,11.1431,-18.9568,-16.6379,68.8073,1.7945,1.3522,-0.5291,2.7797,14.0485,2.0518,-1.5107,10187.0996,7924.0,144.8965
2607,2006-03-31,ARBP,13.5817,-15.7975,-13.4542,69.7856,2.1217,2.0502,2.8926,3.1537,15.297,4.4662,14.2491,14557.2002,9768.0,168.3643
2608,2007-03-31,ARBP,16.0203,-12.6382,-10.2705,70.7638,2.0906,1.7797,6.4868,3.6428,16.6079,4.0857,8.7302,21349.4,11963.5,235.0955
2609,2008-03-31,ARBP,23.7702,0.0,0.0,71.1318,3.3695,1.1859,8.1046,2.9279,20.9061,1.3934,26.8631,20590.8,5445.9,56.354
2610,2009-03-31,ARBP,24.6052,0.0,0.0,73.6303,1.6087,0.9457,3.0359,2.7925,23.0867,0.815,10.4304,22889.9,16584.2,188.8863
2611,2010-03-31,ARBP,24.6052,0.0,0.0,73.6303,2.7544,1.7342,12.4953,2.9371,32.8211,2.9231,47.3567,25059.7,19555.1,118.5427
2612,2011-03-31,ARBP,24.6052,0.0,0.0,73.6303,2.6947,1.5551,10.5677,2.495,41.9899,2.3333,33.6645,33211.8,27684.9,98.7492
2613,2012-03-31,ARBP,24.6052,0.0,0.0,73.6303,1.895,1.1803,-2.0397,2.5311,40.1834,1.4807,-4.3021,32640.4,29150.5,132.3249
2614,2013-03-31,ARBP,24.6052,0.0,0.0,73.6303,2.0829,1.2261,4.3501,2.7319,44.74,1.6311,11.3739,41367.5,34308.3,131.841
2615,2014-03-31,ARBP,24.6052,0.0,0.0,73.6303,3.6322,2.1758,13.9936,2.6373,64.3345,3.9753,43.9177,56311.8,42200.4,100.5064
2616,2015-03-31,ARBP,34.5639,0.9061,19.0145,83.5942,5.0338,3.3627,14.0667,2.5156,88.2915,6.918,37.4854,82988.0,61364.0,86.3295
2617,2016-03-31,ARBP,41.5652,15.2824,25.6651,83.5942,5.289,3.2802,14.0462,2.3173,124.5331,5.9815,41.3388,102943.5,78402.2,69.1761
2618,2017-03-31,ARBP,41.5652,15.2824,25.6651,83.5942,6.0154,2.8577,14.3095,1.931,159.9623,4.221,28.6061,92061.8,66056.0,35.896
2619,2018-03-31,ARBP,42.9031,16.1281,28.8392,83.5942,4.4522,1.9954,12.9753,1.7742,199.356,2.7983,24.6322,121781.6,86658.9,38.3765
2620,2019-03-31,ARBP,48.5565,33.1018,28.8392,83.5942,4.3972,2.2119,9.9452,1.8597,237.0782,3.308,18.9236,153323.0,120205.7,48.6161
2621,2020-03-31,ARBP,48.6671,33.434,28.8392,83.5942,3.6431,1.2552,10.2746,1.8031,287.1405,1.4388,21.1211,164125.1,113846.4,34.4594
2622,2021-03-31,ARBP,50.2465,37.2093,29.8065,83.5942,5.1314,1.8776,16.9949,1.62,374.2691,2.3547,30.3435,198235.1,106651.5,24.5876
2623,2022-03-31,ARBP,54.2501,38.055,40.9915,83.5942,5.0751,1.4303,7.8145,1.4574,419.4293,1.594,12.0662,181226.9,81559.8,11.6019
2624,2023-03-31,ARBP,54.2501,38.055,40.9915,83.5942,3.5785,1.0882,5.2227,1.4356,458.0659,1.1311,9.2117,215456.7,114937.8,19.6954
2667,2003-03-31,SCHFL,-1.8839,-20.0995,-23.6399,37.9358,3.2714,1.4422,10.4777,2.0226,13.9842,1.8213,13.489,1220.0,725.1,22.4288
2668,2004-03-31,SCHFL,0.6755,-17.6037,-20.7657,40.2451,4.637,1.5841,14.1837,1.6968,16.9017,1.9134,20.8624,1303.2,701.6,1.7802
2669,2005-03-31,SCHFL,3.2349,-15.1079,-17.8915,42.5544,6.7605,2.708,19.0524,1.5612,21.8532,3.6631,29.2957,1700.0,937.1,6.1629
2670,2006-03-31,SCHFL,5.7943,-12.6121,-15.0173,44.8636,9.1356,3.293,22.9767,1.4947,29.8039,4.3189,36.3827,2155.6001,1046.0,0.0
2671,2007-03-31,SCHFL,8.3537,-10.1163,-12.1431,47.1729,8.8177,2.8502,19.8366,1.4174,38.2855,3.5792,28.4578,3008.3,1187.0,0.0849
2672,2008-03-31,SCHFL,18.1873,0.0,0.0,54.425,4.9885,0.9933,19.2859,1.3727,48.7457,0.9909,27.3216,3854.3999,1384.4,0.121
2673,2009-03-31,SCHFL,18.1873,0.0,0.0,54.425,7.1791,1.9206,11.3106,1.3371,55.5735,2.2156,14.0071,4609.4,1434.5,0.0
2674,2010-03-31,SCHFL,18.1873,0.0,0.0,54.425,7.6125,2.1406,17.5165,1.3401,69.0198,2.5465,24.1954,6276.4,2011.7,0.0
2675,2011-03-31,SCHFL,18.1873,0.0,0.0,54.425,7.1127,2.0084,19.8348,1.3612,87.8652,2.3768,27.3044,6414.7,2427.2,0.0
2676,2012-03-31,SCHFL,18.1873,0.0,0.0,54.425,9.4097,2.701,14.8734,1.3299,105.8537,3.2119,20.4729,6707.1,2332.6,0.0
2677,2013-03-31,SCHFL,20.1589,0.0,0.0,60.3251,7.2127,2.2934,9.8372,1.3252,119.099,2.7427,12.5128,7396.3,3042.0,0.0
2678,2014-03-31,SCHFL,20.1589,0.0,0.0,60.3251,13.7949,4.3771,11.0484,1.3197,133.2939,5.3733,11.9185,9395.4,2768.8,0.0
2679,2015-03-31,SCHFL,18.137,0.0,0.0,54.2745,14.8158,4.6394,12.7837,1.2891,155.1687,5.6729,16.411,11294.6,3339.3,0.0
2680,2016-03-31,SCHFL,22.0803,0.0,0.0,66.0747,12.94,3.6658,11.1174,1.2694,177.5454,4.3499,14.4209,12993.8,3514.9,0.0
2681,2017-03-31,SCHFL,39.2013,20.1752,18.682,78.5972,9.9733,3.3323,15.4344,1.3246,279.8486,4.1901,57.6209,22508.0,7526.9,2.9839
2682,2018-03-31,SCHFL,39.7244,20.1752,20.2539,78.5972,8.4001,5.0096,12.0845,1.3809,173.1322,6.582,16.3842,26637.3,10170.3,2.1337
2683,2019-03-31,SCHFL,42.8025,25.0378,24.6372,78.5972,15.9894,4.2195,9.9193,1.3077,189.5131,4.9619,9.4615,22646.9,6375.8,0.0
2684,2020-03-31,SCHFL,42.7221,25.0378,24.3954,78.5972,10.9791,3.6594,7.464,1.2776,200.9095,4.5157,6.0135,27144.5,9118.8,2.0727
2685,2021-03-31,SCHFL,48.2547,28.662,37.3942,78.5972,16.3445,5.8623,13.9067,1.3317,233.7546,7.5159,16.3482,34158.2,11872.2,1.6613
2686,2022-03-31,SCHFL,48.2547,28.662,37.3942,78.5972,21.1564,7.7482,16.553,1.338,274.2034,10.0168,17.304,39908.1,13902.7,1.3388
2687,2023-03-31,SCHFL,13.4724,-5.1248,-6.3947,51.7915,4.7496,1.4366,17.09,1.5812,3.6874,1.744,25.1872,-3173.5865,-881.4092,4.6957
2688,2003-03-31,KKC,-3.5841,-18.9431,-23.3883,31.4447,3.317,1.2799,8.6327,1.4539,25.9915,1.4222,3.4597,5840.627,3430.344,7.9402
2689,2004-03-31,KKC,-0.5628,-16.1184,-19.9159,34.2127,4.4783,2.0817,8.7197,1.5353,26.114,2.6901,0.4712,5604.716,3460.954,12.6224
2690,2005-03-31,KKC,2.4584,-13.2936,-16.4436,36.9806,5.0912,2.1904,11.3598,1.5791,27.5502,2.8986,5.4998,8226.329,3886.683,14.7759
2691,2006-03-31,KKC,5.4797,-10.4689,-12.9713,39.7486,8.8175,3.9539,14.5452,1.5623,30.7584,5.5281,11.6451,9518.536,4424.948,10.8193
2692,2007-03-31,KKC,8.5009,-7.6442,-9.4989,42.5166,8.6712,3.7157,18.7272,1.5277,36.8208,5.1369,19.7096,11632.269,5220.18,9.4367
2693,2008-03-31,KKC,17.3524,0.0,0.0,51.9266,7.7836,3.5894,18.3368,1.5717,44.5186,5.1736,20.9061,15469.051,7206.172,9.0492
2694,2009-03-31,KKC,17.3524,0.0,0.0,51.9266,5.738,1.942,21.5269,1.5816,53.5798,2.4663,20.3538,15312.831,7985.035,5.9615
2695,2010-03-31,KKC,17.3524,0.0,0.0,51.9266,10.0198,4.6087,18.906,1.5414,56.313,6.5108,5.1012,12672.574,7027.495,5.5786
2696,2011-03-31,KKC,17.3524,0.0,0.0,51.9266,11.0126,5.1918,22.5163,1.559,65.1613,7.6503,15.7126,21773.6,9391.2,0.0
2697,2012-03-31,KKC,17.3524,0.0,0.0,51.9266,10.7551,4.7687,19.8168,1.5502,73.7067,6.7212,13.1143,21617.1,9451.4,0.0
2698,2013-03-31,KKC,17.3524,0.0,0.0,51.9266,9.4107,4.119,22.569,1.5286,86.1014,5.7955,16.8162,25293.8,11057.2,0.0
2699,2014-03-31,KKC,30.2384,20.7188,17.9867,51.9266,10.6965,4.705,16.1245,1.5029,92.5379,6.4493,7.4755,20164.8,10237.9,0.0
2700,2015-03-31,KKC,30.2384,20.7188,17.9867,51.9266,12.6027,5.9807,19.417,1.4848,104.1313,8.4571,12.5283,24080.9,12273.3,0.0
2701,2016-03-31,KKC,41.8871,16.7925,30.1391,78.5972,15.8764,5.2307,16.0575,1.3832,130.1912,6.4659,25.026,22907.3,9024.3,0.0831
2702,2017-03-31,KKC,44.3215,24.1015,30.1391,78.5972,14.2497,5.305,14.909,1.3204,139.6501,6.7988,7.2654,26881.6,12159.2,6.5134
2703,2018-03-31,KKC,45.9913,24.9471,34.3108,78.5972,9.6371,3.6759,13.0261,1.3679,148.5786,4.713,6.3935,32300.9,14559.8,6.2361
2704,2019-03-31,KKC,45.9913,24.9471,34.3108,78.5972,9.41,3.7055,12.6133,1.4015,154.5087,4.8282,3.9912,34285.7,15341.3,7.2984
2705,2020-03-31,KKC,45.9913,24.9471,34.3108,78.5972,5.1849,1.7511,11.5142,1.4112,158.8038,2.0573,2.7798,33823.1,15675.7,11.6257
2706,2021-03-31,KKC,45.9913,24.9471,34.3108,78.5972,13.9629,4.4991,10.4512,1.3423,167.7983,5.4807,5.664,32555.9,11086.7,0.8537
2707,2022-03-31,KKC,56.0708,39.8671,43.3797,84.8585,11.9369,4.647,14.2903,1.334,185.605,6.0413,10.6119,44133.7,17445.9,8.1153
2708,2023-03-31,KKC,56.0708,39.8671,43.3797,84.8585,15.2898,5.9774,16.342,1.3786,207.7287,7.8448,11.9198,50984.7,18903.5,6.5313
2709,2003-03-31,INDUSTOW,1.466,-45.32,-7.655,57.1794,11.7215,3.3962,-3.6742,1.3935,644643.7448,3.4693,8.7504,8922.9772,4760.0978,-2.6525
2710,2004-03-31,INDUSTOW,3.9914,-41.2388,-5.3182,58.3422,11.4088,3.3337,-2.7746,1.4137,602607.9115,3.4487,8.5348,12970.846,8136.764,0.4193
2711,2005-03-31,INDUSTOW,6.5169,-37.1577,-2.9814,59.5049,11.0961,3.2712,-1.875,1.4339,560572.0783,3.4281,8.3192,17018.7149,11513.4301,3.4911
2712,2006-03-31,INDUSTOW,9.0423,-33.0765,-0.6447,60.6677,10.7834,3.2087,-0.9754,1.4541,518536.245,3.4075,8.1036,21066.5837,14890.0963,6.5629
2713,2007-03-31,INDUSTOW,11.5677,-28.9954,1.6921,61.8305,10.4707,3.1462,-0.0758,1.4743,476500.4118,3.3869,7.888,25114.4525,18266.7625,9.6347
2714,2008-03-31,INDUSTOW,14.0932,-24.9142,4.0288,62.9933,10.1579,3.0837,0.8238,1.4945,1905296.7952,3.3663,7.6724,38013.3,19343.0,30.567
2715,2009-03-31,INDUSTOW,16.6186,-20.833,6.3656,64.156,9.8452,3.0213,1.0613,1.7855,191.5206,3.3458,0.9403,28060.7,68335.0,55.9051
2716,2010-03-31,INDUSTOW,19.1441,-16.7519,8.7023,65.3188,9.5325,2.9588,1.1701,1.8032,234.6333,3.3252,31.6458,32481.0,25077.9,32.3668
2717,2011-03-31,INDUSTOW,21.6695,-12.6707,11.0391,66.4816,9.2198,2.8963,2.4081,1.6581,240.9582,3.3046,2.6956,33095.4,27088.9,30.4672
2718,2012-03-31,INDUSTOW,24.195,-8.5896,13.3759,67.6443,8.9071,2.8338,3.2043,1.6395,250.0693,3.284,3.7812,42140.0,34604.0,24.102
2719,2013-03-31,INDUSTOW,25.5206,0.7551,10.1572,65.5027,2.7516,1.5997,3.9191,1.613,91.0261,1.9659,18.3722,86105.0,40723.0,20.4921
2720,2014-03-31,INDUSTOW,32.6124,1.0873,18.5611,78.0253,2.9881,1.7121,5.3894,1.5988,95.4755,2.1304,4.919,55964.0,42151.0,18.529
2721,2015-03-31,INDUSTOW,31.2142,1.5705,23.3676,68.5731,5.1978,3.0582,7.1425,1.5914,89.8737,4.2838,-5.6447,57349.0,50694.0,15.1716
2722,2016-03-31,INDUSTOW,31.2142,1.5705,23.3676,68.5731,18.5141,3.618,9.392,1.3572,96.1798,3.9712,7.1804,55454.0,14166.0,0.0
2723,2017-03-31,INDUSTOW,36.0024,15.9468,23.3676,68.5731,7.3373,3.1384,13.1927,1.2342,83.7978,3.8891,-15.0355,48759.0,45735.0,1.7969
2724,2018-03-31,INDUSTOW,42.2593,15.9468,32.104,78.5972,15.0124,3.2973,12.278,1.2513,91.7189,3.665,9.4527,76120.0,18159.0,0.0
2725,2019-03-31,INDUSTOW,42.2593,15.9468,32.104,78.5972,14.5159,3.5355,13.5495,1.1687,78.5658,3.989,-14.3406,42800.0,17752.0,0.0392
2726,2020-03-31,INDUSTOW,42.2593,15.9468,32.104,78.5972,3.7267,1.8126,17.8867,1.3138,73.2171,2.1853,-6.8079,49513.0,38263.0,34.1685
2727,2021-03-31,INDUSTOW,47.6813,29.6285,34.7037,78.5972,2.0534,2.1158,11.682,2.1992,58.9142,4.1586,17.2401,96298.0,139506.0,128.3756
2728,2022-03-31,INDUSTOW,50.9003,38.2362,35.7618,78.5972,3.0651,1.7858,13.7187,2.4433,82.193,2.7016,39.5131,123113.0,88269.0,89.0544
2729,2023-03-31,INDUSTOW,50.9003,38.2362,35.7618,78.5972,2.1761,1.3742,4.3156,2.1854,78.3302,1.8256,-4.6997,87076.0,81628.0,90.8828
2772,2003-03-31,AWLTD,31.1639,22.1685,31.0157,40.2769,4.6318,15.1778,-1.2442,13.5627,-14.626,49.1629,-26.7051,-84427.4613,-40147.1158,637.4355
2773,2004-03-31,AWLTD,31.1639,22.1685,31.0157,40.2769,4.7201,14.5082,-0.9066,12.9646,-10.323,46.7905,-22.3331,-72315.2057,-31615.7011,600.8091
2774,2005-03-31,AWLTD,31.1639,22.1685,31.0157,40.2769,4.8084,13.8386,-0.5689,12.3665,-6.02,44.4181,-17.9612,-60202.9501,-23084.2864,564.1827
2775,2006-03-31,AWLTD,31.1639,22.1685,31.0157,40.2769,4.8967,13.169,-0.2313,11.7684,-1.717,42.0457,-13.5892,-48090.6945,-14552.8716,527.5564
2776,2007-03-31,AWLTD,31.1639,22.1685,31.0157,40.2769,4.985,12.4994,0.1064,11.1703,2.586,39.6733,-9.2173,-35978.439,-6021.4569,490.93
2777,2008-03-31,AWLTD,31.1639,22.1685,31.0157,40.2769,5.0733,11.8298,0.444,10.5723,6.889,37.3009,-4.8453,-23866.1834,2509.9578,454.3036
2778,2009-03-31,AWLTD,31.1639,22.1685,31.0157,40.2769,5.1616,11.1602,0.7817,9.9742,11.192,34.9285,-0.4734,-11753.9278,11041.3725,417.6773
2779,2010-03-31,AWLTD,31.1639,22.1685,31.0157,40.2769,5.2499,10.4906,1.1193,9.3761,15.495,32.5561,3.8986,358.3278,19572.7873,381.0509
2780,2011-03-31,AWLTD,31.1639,22.1685,31.0157,40.2769,5.3382,9.821,1.457,8.778,19.798,30.1837,8.2705,12470.5833,28104.202,344.4245
2781,2012-03-31,AWLTD,31.1639,22.1685,31.0157,40.2769,5.4265,9.1514,1.7946,8.18,24.101,27.8113,12.6425,47336.3,55116.83,423.343
2782,2013-03-31,AWLTD,31.1639,22.1685,31.0157,40.2769,5.5148,8.4818,1.3331,8.1713,28.404,25.4389,20.5369,41204.55,42598.41,261.0063
2783,2014-03-31,AWLTD,31.1639,22.1685,31.0157,40.2769,5.6031,7.8122,0.8659,6.5719,32.707,23.0665,24.4848,43536.57,45592.03,168.2599
2784,2015-03-31,AWLTD,31.1639,22.1685,31.0157,40.2769,5.6914,7.1426,3.6865,5.8425,37.01,20.6941,24.4201,51913.12,53517.26,180.7825
2785,2016-03-31,AWLTD,31.1639,22.1685,31.0157,40.2769,5.7797,6.473,4.7865,5.5687,41.313,18.3217,31.8418,66227.44,73177.06,116.2603
2786,2017-03-31,AWLTD,31.1639,22.1685,31.0157,40.2769,5.868,5.8034,3.664,5.4595,45.616,15.9493,22.1642,75966.85,78693.94,81.8219
2787,2018-03-31,AWLTD,31.1639,22.1685,31.0157,40.2769,5.9563,5.1338,3.8157,4.9551,49.919,13.5769,20.8196,73304.19,73348.64,84.0722
2788,2019-03-31,AWLTD,31.1639,22.1685,31.0157,40.2769,6.0446,4.4642,5.8017,4.2785,54.222,11.2045,28.3314,86811.27,83224.56,49.3925
2789,2020-03-31,AWLTD,31.1639,22.1685,31.0157,40.2769,6.1329,3.7946,4.6398,3.1769,58.525,8.8321,130.5675,159260.9,128129.9,35.5112
2790,2021-03-31,AWLTD,31.1639,22.1685,31.0157,40.2769,6.2212,3.125,2.7525,2.6818,62.828,6.4597,7.3541,145318.7,116871.2,29.3454
2791,2022-03-31,AWLTD,31.1639,22.1685,31.0157,40.2769,6.2212,3.125,2.4699,6.9838,62.828,6.4597,21.3864,36695.0945,45167.0315,271.1718
2792,2023-03-31,AWLTD,31.1639,22.1685,31.0157,40.2769,6.3095,2.4554,2.8076,6.3857,67.131,4.0873,25.7584,48807.3501,53698.4462,234.5454
