,Year,Company Name,ESG_DISCLOSURE_SCORE,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,FNCL_LVRG,RETURN_ON_ASSET,BS_TOT_ASSET,PX_TO_BOOK_RATIO,Firm size,Liquidity
630,2003,ADSEZ,,,,,3.1481,7.8957,-287104.9929,8.3624,12.5676,1.8398464539190005
631,2004,ADSEZ,-2.6226,-34.3423,-0.8742,53.6856,3.113,7.8421,-224836.2282,8.056,12.3231,1.9053994720412215
632,2005,ADSEZ,1.1542,-29.3192,0.3847,55.459,3.0779,7.7886,-162567.4635,7.7497,11.9988,2.044497377139468
633,2006,ADSEZ,4.931,-24.296,1.6437,57.2325,3.0428,7.735,30197.9004,7.4433,10.3155,1.937986852110697
634,2007,ADSEZ,8.7078,-19.2729,2.9026,59.0059,2.6499,4.7196,58969.946,8.8601,10.9848,5.704259065086672
635,2008,ADSEZ,21.8891,0.0,7.2964,65.5027,2.346,6.6509,71094.988,4.426,11.1718,2.86722562542939
636,2009,ADSEZ,21.8891,0.0,7.2964,65.5027,2.4807,8.5452,87122.604,9.1676,11.3751,1.032211915494763
637,2010,ADSEZ,21.8891,0.0,7.2964,65.5027,2.3873,10.0706,95219.282,6.5383,11.4639,0.3111877055879011
638,2011,ADSEZ,23.2773,0.0,7.7591,65.5027,3.9378,6.2197,259160.7,5.391,12.4652,0.612168284789644
639,2012,ADSEZ,23.2773,0.0,7.7591,65.5027,4.192,6.9109,210595.9,4.4908,12.2577,1.6675839770550689
640,2013,ADSEZ,28.2165,1.0873,9.4055,68.6334,3.0172,7.6072,246771.6,4.4269,12.4162,2.0168228452905663
641,2014,ADSEZ,31.355,1.0873,10.4517,78.0253,2.9062,8.1549,320821.9,5.9265,12.6786,1.2416550866671543
642,2015,ADSEZ,28.3774,1.5705,9.4591,66.0747,2.9326,8.197,386059.9,3.8455,12.8637,0.8939754062551838
643,2016,ADSEZ,34.1113,17.759,11.3704,66.0747,2.6773,9.5181,435850.8,4.0512,12.9851,1.8162878990102056
644,2017,ADSEZ,42.9937,29.9003,14.3312,72.3359,2.3772,8.0774,473751.2,3.5082,13.0684,3.5637422174329503
645,2018,ADSEZ,51.5139,51.8876,17.1713,72.3359,2.2949,7.6807,565274.6,3.2132,13.2451,1.4134059269549224
646,2019,ADSEZ,59.32,50.1661,19.7733,84.8585,2.3828,6.3389,622036.7,2.0057,13.3408,1.9255463868500755
647,2020,ADSEZ,59.6318,46.7834,19.8773,84.8585,2.4628,7.2556,754636.6,4.688,13.534,1.783844553928648
648,2021,ADSEZ,62.6496,52.2199,20.8832,84.8585,2.4182,5.5793,996858.2,3.8949,13.8124,1.5910705788079738
649,2022,ADSEZ,71.2906,61.1598,23.7635,89.8555,2.4505,4.9491,1149051.3,2.9945,13.9544,1.349950791361563
650,2023,ADSEZ,71.2906,61.1598,23.7635,89.8555,2.9726,7.6279,-38029.9341,6.8306,10.5461,-1.517446982809692
1218,2003,INDIGO,0.0,0.0,0.0,0.0,22.4839,33.9465,-412706.1162,-1413.1189,12.9305,1.0253612533431913
1219,2004,INDIGO,18.128,-22.4275,6.0427,95.1944,21.7722,31.9094,-366910.3033,-1314.2255,12.8129,1.0146764792761287
1220,2005,INDIGO,19.291,-20.7232,6.4303,94.3021,21.0604,29.8723,-321114.4904,-1215.3322,12.6796,1.0011590114829672
1221,2006,INDIGO,20.4539,-19.0189,6.818,93.4097,20.3487,27.8351,-275318.6776,-1116.4389,12.5257,0.9835102239999536
1222,2007,INDIGO,21.6168,-17.3146,7.2056,92.5174,19.637,25.798,-229522.8647,-1017.5455,12.3438,0.9594945140928428
1223,2008,INDIGO,22.7798,-15.6104,7.5933,91.6251,18.9253,23.7609,-183727.0519,-918.6522,12.1212,0.924908271468634
1224,2009,INDIGO,23.9427,-13.9061,7.9809,90.7328,18.2136,21.7238,-137931.239,-819.7589,11.8345,0.8708032741248531
1225,2010,INDIGO,25.1056,-12.2018,8.3685,89.8404,17.5018,19.6866,-92135.4262,-720.8655,11.431,0.7741611978001678
1226,2011,INDIGO,26.2686,-10.4975,8.7562,88.9481,16.7901,17.6495,29194.5,-621.9722,10.2817,1.3655345857301322
1227,2012,INDIGO,27.4315,-8.7932,9.1438,88.0558,18.9744,4.2822,36470.61,-523.0789,10.5043,1.7383081939959235
1228,2013,INDIGO,28.5944,-7.089,9.5315,87.1635,15.0219,16.4925,58524.93,-424.1855,10.9772,1.6350835491217504
1229,2014,INDIGO,29.7574,-5.3847,9.9191,86.2712,18.4461,6.3445,91034.36,-325.2922,11.419,1.0226824249977544
1230,2015,INDIGO,30.9203,-3.6804,10.3068,85.3788,23.4412,13.0359,107737.7,-226.3989,11.5875,1.074257034608364
1231,2016,INDIGO,32.0832,-1.9761,10.6944,84.4865,10.5255,16.7253,130191.11,17.1546,11.7768,1.4051588183670634
1232,2017,INDIGO,34.8959,1.5705,11.632,83.5942,5.0288,11.755,152097.36,10.0564,11.9323,1.97432109664534
1233,2018,INDIGO,34.8959,1.5705,11.632,83.5942,3.3472,12.3411,211292.96,7.0091,12.261,2.3895940132937388
1234,2019,INDIGO,35.7509,1.5705,11.917,83.5942,3.2914,0.6814,250268.42,7.9039,12.4303,2.2617029754982174
1235,2020,INDIGO,34.9361,4.1377,11.6454,78.5972,5.2347,-0.6962,421010.78,6.9724,12.9504,1.366175962244284
1236,2021,INDIGO,35.087,4.1377,11.6957,78.5972,14.2186,-13.6378,430511.53,566.6242,12.9727,1.099886692300847
1237,2022,INDIGO,38.0847,9.5439,12.6949,78.5972,14.2186,-13.8447,459625.98,566.6242,13.0382,0.9023844700974344
1238,2023,INDIGO,42.4404,11.5071,14.1468,78.5972,14.2186,-0.5817,591698.19,566.6242,13.2908,1.0963294593894986
3108,2003,CCRI,0.0,0.0,0.0,0.0,1.2121,22.6997,6628.488,3.4822,8.7991,13.679157311087907
3109,2004,CCRI,12.6128,-0.0249,4.2043,43.2928,1.2108,21.8176,13324.8253,3.4563,9.4974,9.219381873027332
3110,2005,CCRI,13.9794,0.0236,4.6598,45.2512,1.2095,20.9355,20021.1625,3.4304,9.9045,7.1728878848443145
3111,2006,CCRI,15.346,0.0721,5.1153,47.2097,1.2081,20.0535,26717.4998,3.4045,10.1931,5.9979796716674585
3112,2007,CCRI,16.7126,0.1206,5.5709,49.1682,1.2068,19.1714,32898.6992,4.8145,10.4012,2.9544155514283816
3113,2008,CCRI,18.0792,0.1691,6.0264,51.1266,1.2472,20.3118,39381.5,3.5432,10.5811,3.4633795114837764
3114,2009,CCRI,18.5595,0.4228,6.1865,51.9266,1.2378,18.2525,45993.1,2.504,10.7362,3.4571446856850288
3115,2010,CCRI,19.0826,0.4228,6.3609,51.9266,1.2181,15.9026,51805.8,3.9871,10.8553,4.051102649531969
3116,2011,CCRI,19.0826,0.4228,6.3609,51.9266,1.1856,16.0073,57690.5,3.1584,10.9628,5.619831584814762
3117,2012,CCRI,20.008,0.4228,6.6693,54.696,1.1699,14.1023,65078.4,2.2342,11.0833,5.143497197808202
3118,2013,CCRI,24.1726,0.4228,8.0575,63.0042,1.1669,13.5449,72332.4,2.1534,11.189,5.031533081068685
3119,2014,CCRI,27.291,0.4228,9.097,63.0042,1.1853,12.1826,82683.2,2.7591,11.3228,3.954947838007389
3120,2015,CCRI,28.2165,0.4228,9.4055,63.0042,1.2009,12.2166,89941.6,4.1084,11.4069,3.448935213741336
3121,2016,CCRI,35.3184,0.4228,11.7728,76.0987,1.1738,10.4,95809.0,2.9182,11.4701,1.8539144688226363
3122,2017,CCRI,35.3184,0.4228,11.7728,76.0987,1.154,8.7017,101270.1,2.8317,11.5255,3.1620101853161695
3123,2018,CCRI,35.3184,0.4228,11.7728,76.0987,1.1633,10.1578,109196.0,3.2553,11.6009,2.8044804592169936
3124,2019,CCRI,35.3184,0.4228,11.7728,76.0987,1.2072,10.3657,128003.2,3.0992,11.7598,2.322762326045683
3125,2020,CCRI,35.3184,0.4228,11.7728,76.0987,1.2069,3.2821,117886.4,2.0115,11.6775,2.4876633417730125
3126,2021,CCRI,35.3184,0.4228,11.7728,76.0987,1.196,4.1759,124103.3,3.5766,11.7289,2.41949968410602
3127,2022,CCRI,35.6,1.2685,11.8667,76.0987,1.2134,8.3042,130014.5,3.8077,11.7754,2.5815012331106004
3128,2023,CCRI,35.6,1.2685,11.8667,76.0987,1.204,8.8706,134649.4,3.1493,11.8104,3.052481891303382
3297,2003,GMRI,0.0,0.0,0.0,0.0,6.7617,1.8681,24939.6094,3.5716,10.1242,1.6009599728417518
3298,2004,GMRI,13.1539,-14.3747,4.3846,50.2351,7.5397,2.7288,24899.5508,3.4848,10.1226,1.6139794913618348
3299,2005,GMRI,14.5955,-12.8064,4.8652,52.3047,6.8174,2.4227,32100.1895,3.398,10.3766,1.1336546572414663
3300,2006,GMRI,16.0372,-11.2381,5.3457,54.3742,7.3801,1.8585,43822.08,3.3112,10.6879,1.891294211143053
3301,2007,GMRI,17.4789,-9.6697,5.8263,56.4437,4.4358,3.0688,69856.2,5.9876,11.1542,2.224695819042953
3302,2008,GMRI,18.9206,-8.1014,6.3069,58.5132,2.9103,2.7108,166152.8,4.4317,12.0207,3.2470966418818055
3303,2009,GMRI,20.3623,-6.5331,6.7874,60.5827,3.0911,1.4363,222967.8,2.6686,12.3148,1.495047582693852
3304,2010,GMRI,21.804,-4.9648,7.268,62.6523,4.0553,0.5857,317937.3,3.3485,12.6696,0.6299443193573906
3305,2011,GMRI,21.3761,0.7551,7.1254,55.2077,5.0316,-2.5424,413376.4,2.0561,12.9321,0.8617746362554349
3306,2012,GMRI,21.3761,0.7551,7.1254,55.2077,6.4167,-1.2368,562282.0,1.6034,13.2398,0.5348292678288507
3307,2013,GMRI,26.4863,0.7551,8.8288,70.4997,8.1024,0.1468,638169.9,1.1552,13.3664,0.5333109925501229
3308,2014,GMRI,29.8461,1.0873,9.9487,78.0253,9.3709,0.0155,651418.5,1.3118,13.3869,0.5061184965885546
3309,2015,GMRI,30.1881,1.0873,10.0627,78.0253,10.7602,-4.145,667429.4,1.254,13.4112,0.5378745445125744
3310,2016,GMRI,30.7213,1.0873,10.2404,78.5972,11.698,-4.3083,591766.4,1.4029,13.2909,0.7595183849918148
3311,2017,GMRI,34.3024,2.7786,11.4341,84.8585,9.3196,-1.1721,371237.7,1.8078,12.8246,1.1013852394060728
3312,2018,GMRI,33.5479,1.933,11.1826,84.8585,8.2321,-3.6171,382869.9,2.6636,12.8555,1.1393460207229822
3313,2019,GMRI,33.5479,1.933,11.1826,84.8585,23.3093,-9.1294,401535.9,2.6636,12.9031,0.7480126081096259
3314,2020,GMRI,38.6782,16.3093,12.8927,84.8585,23.3093,-5.6054,465268.0,2.6636,13.0504,0.7542946175913582
3315,2021,GMRI,39.0202,16.3093,13.0067,84.8585,23.3093,-5.7982,499602.7,2.6636,13.1216,1.0293083468013968
3316,2022,GMRI,39.1812,16.7925,13.0604,84.8585,23.3093,-2.3505,371102.1,2.6636,12.8242,1.032847839068448
3317,2023,GMRI,39.1812,16.7925,13.0604,84.8585,23.3093,-0.4414,441114.3,2.6636,12.9971,0.9778966881931724
5733,2003,BDE,0.0,0.0,0.0,0.0,2.1402,7.4943,2398.708,1.1341,7.7827,0.9511912635118238
5734,2004,BDE,8.5014,-11.6437,2.8338,58.2737,2.1597,10.2381,2856.251,2.2425,7.9573,0.903076874369632
5735,2005,BDE,10.2813,-10.364,3.4271,59.6213,1.8166,14.7227,3173.276,4.0852,8.0625,1.42355367467366
5736,2006,BDE,12.0612,-9.0843,4.0204,60.9689,1.4763,15.2572,3529.067,5.1338,8.1688,2.181192102904512
5737,2007,BDE,13.8411,-7.8046,4.6137,62.3166,1.3776,18.1166,4332.85,5.5116,8.374,2.176610789079629
5738,2008,BDE,15.621,-6.5249,5.207,63.6642,1.3271,16.4498,5145.842,2.5459,8.5459,2.61359029055399
5739,2009,BDE,21.8891,0.0,7.2964,65.5027,1.291,11.1801,5799.621,3.6808,8.6655,2.6801000740586014
5740,2010,BDE,21.8891,0.0,7.2964,65.5027,1.2823,14.7972,7000.287,5.1038,8.8537,2.075533811965607
5741,2011,BDE,21.8891,0.0,7.2964,65.5027,1.2804,16.0484,8476.963,5.6593,9.0451,2.021064917398169
5742,2012,BDE,21.8891,0.0,7.2964,65.5027,1.2804,16.0484,10507.3,8.4801,9.2598,1.4447196081668592
5743,2013,BDE,21.8891,0.0,7.2964,65.5027,1.5281,12.3157,9402.2,13.7313,9.1487,1.6385827354094236
5744,2014,BDE,25.2389,0.0,8.413,75.5268,2.0294,13.4137,9881.1,56.3687,9.1984,1.659137957670323
5745,2015,BDE,29.0112,0.4228,9.6704,78.5972,3.2748,17.3897,12687.4,37.5894,9.4484,1.7443506809962297
5746,2016,BDE,29.0112,0.4228,9.6704,78.5972,3.2874,10.4852,13986.3,28.7483,9.5458,1.1958580649346435
5747,2017,BDE,30.8721,0.4228,10.2907,78.5972,3.018,9.9759,15025.5,16.8152,9.6175,1.1534299968818211
5748,2018,BDE,30.8721,0.4228,10.2907,78.5972,2.9867,5.4173,18112.6,14.7605,9.8044,1.0972605351808302
5749,2019,BDE,30.3491,0.4228,10.1164,78.5972,4.1664,-1.8805,26407.9,10.6308,10.1814,0.764496401733951
5750,2020,BDE,30.3491,0.4228,10.1164,78.5972,5.1148,3.6766,28974.3,22.344,10.2742,0.8371339795594194
5751,2021,BDE,33.3166,2.7484,11.1055,78.5972,3.9115,13.3495,28287.6,18.673,10.2502,0.8456449661371173
5752,2022,BDE,42.6114,12.0809,14.2038,78.5972,2.9499,12.2453,32230.4,12.4979,10.3807,0.9502536160450236
5753,2023,BDE,56.8253,38.3268,18.9418,84.8585,1.1773,14.6926,-453.7471,3.7784,6.1175,-0.3673344858856291
6237,2003,REDI,0.0,0.0,0.0,0.0,2.641,4.9653,2385.22,2.6889,7.777,2.710879108865188
6238,2004,REDI,8.407,-14.324,2.8023,53.5671,2.7668,5.5308,3007.0901,2.6201,8.0087,2.2945129766100605
6239,2005,REDI,10.2432,-12.4764,3.4144,55.1616,2.4236,8.2416,7600.2598,2.5513,8.9359,3.44409364210784
6240,2006,REDI,12.0795,-10.6288,4.0265,56.7561,2.5153,6.7771,13671.64,2.4825,9.5231,2.8033108595137217
6241,2007,REDI,13.9157,-8.7812,4.6386,58.3505,2.5439,6.4121,18048.787,1.4534,9.8008,2.9304714238764538
6242,2008,REDI,19.3441,0.4228,6.448,57.4654,2.7135,6.891,21444.663,3.9862,9.9732,2.9529954391614233
6243,2009,REDI,21.1951,0.4228,7.065,63.0042,2.9969,6.1816,30212.433,0.8508,10.316,3.690424549781794
6244,2010,REDI,21.1951,0.4228,7.065,63.0042,3.2028,5.5395,36339.21,2.7179,10.5007,3.0219613846124247
6245,2011,REDI,21.1951,0.4228,7.065,63.0042,3.8123,5.2339,50020.553,2.667,10.8202,2.5767145433267555
6246,2012,REDI,21.1951,0.4228,7.065,63.0042,4.185,5.5691,55110.554,2.6636,10.9171,1.4614587712796492
6247,2013,REDI,21.4063,0.4228,7.1354,63.0042,4.0614,5.3696,65236.749,1.9682,11.0858,1.4089996314892292
6248,2014,REDI,25.7218,0.4228,8.5739,75.5268,3.7777,4.867,73101.65,1.5574,11.1996,1.426196461072892
6249,2015,REDI,25.7218,0.4228,8.5739,75.5268,3.5703,4.9261,83829.115,2.2097,11.3365,1.4497672763084968
6250,2016,REDI,26.7679,0.4228,8.9226,76.0987,3.5517,4.4799,105248.803,1.5542,11.5641,1.3863175761246396
6251,2017,REDI,28.307,0.4228,9.4357,76.0987,3.3909,4.4906,101501.9,1.3979,11.5278,1.4538013457868837
6252,2018,REDI,33.2964,2.084,11.0988,76.0987,3.1467,4.5838,108647.9,1.6639,11.5959,1.4845597907042245
6253,2019,REDI,39.7344,16.4603,13.2448,78.5972,3.1312,4.3613,124206.8,1.0215,11.7297,1.451337461100069
6254,2020,REDI,39.7344,16.4603,13.2448,78.5972,3.2961,3.8055,146562.3,0.6195,11.8952,1.411735876602899
6255,2021,REDI,39.8451,16.7925,13.2817,78.5972,3.1607,5.1784,145570.7,1.5056,11.8884,1.5253006524893404
6256,2022,REDI,40.68,16.7925,13.56,81.0957,3.0762,7.7634,184159.0,1.958,12.1236,1.4591054672796686
6257,2023,REDI,42.1185,20.1752,14.0395,83.5942,3.2802,6.6791,232832.1,1.8802,12.3581,1.416002880935613
6405,2003,FSOL,0.0,0.0,0.0,0.0,3.457,2.2608,2048.1499,0.7296,7.6247,4.097126181564423
6406,2004,FSOL,1.5125,-37.4282,0.5042,75.6545,6.0249,0.2572,2702.28,0.7832,7.9019,2.626309191637349
6407,2005,FSOL,3.4861,-34.6808,1.162,75.8211,3.435,4.1341,5827.1802,0.8368,8.6703,1.8070009885863216
6408,2006,FSOL,5.4598,-31.9333,1.8199,75.9877,2.8627,3.8231,6864.6201,0.8903,8.8341,1.3724958748967937
6409,2007,FSOL,7.4334,-29.1859,2.4778,76.1542,1.6079,9.2956,14059.9512,2.8796,9.5511,4.299508613577972
6410,2008,FSOL,9.4071,-26.4385,3.1357,76.3208,2.2197,6.5614,26040.9395,2.1134,10.1674,0.7698285562155901
6411,2009,FSOL,11.3807,-23.6911,3.7936,76.4874,2.6646,1.0862,30433.798,0.4796,10.3233,0.3508867991840929
6412,2010,FSOL,13.3543,-20.9437,4.4514,76.6539,2.1519,4.5106,29900.32,0.8648,10.3056,0.5697630134682756
6413,2011,FSOL,15.328,-18.1963,5.1093,76.8205,2.1891,4.4447,32425.658,0.5433,10.3867,0.6558347462739602
6414,2012,FSOL,17.3016,-15.4489,5.7672,76.9871,2.5149,1.7293,39314.87,0.2877,10.5794,0.8537859890351321
6415,2013,FSOL,19.2753,-12.7014,6.4251,77.1536,2.3235,4.0141,33723.88,0.3915,10.426,0.903858929930429
6416,2014,FSOL,21.2489,-9.954,7.083,77.3202,1.8559,5.4649,36894.52,0.7965,10.5158,0.869297913330839
6417,2015,FSOL,23.2226,-7.2066,7.7409,77.4868,1.7023,6.5857,34265.37,0.9841,10.4419,0.854970301674282
6418,2016,FSOL,25.43,0.0,8.4767,76.0987,1.7081,7.8901,31763.43,1.2712,10.3661,0.8766563722350922
6419,2017,FSOL,26.265,0.0,8.755,78.5972,1.7154,8.5797,33506.18,1.4009,10.4195,0.8599124864185104
6420,2018,FSOL,28.8603,0.0,9.6201,78.5972,1.5408,9.6772,33975.7,1.5472,10.4334,0.8030743271093
6421,2019,FSOL,31.9787,0.7551,10.6596,78.5972,1.3944,10.682,36757.47,1.1973,10.5121,0.9511679869089786
6422,2020,FSOL,32.4213,2.084,10.8071,78.5972,1.5061,8.2221,45870.51,0.6887,10.7336,0.8297672824979487
6423,2021,FSOL,34.8456,2.084,11.6152,78.5972,1.6922,7.6818,48296.92,2.8324,10.7851,0.8785180692804395
6424,2022,FSOL,39.5131,16.6415,13.171,78.5972,1.8069,10.1984,57086.91,2.8737,10.9523,0.9258912999431242
6425,2023,FSOL,39.2516,18.6047,13.0839,78.5972,1.7771,9.034,56643.69,2.1812,10.9445,0.9029239818575144
6510,2003,GESCO,0.0,0.0,0.0,0.0,2.2662,8.6402,26238.9004,0.6178,10.175,3.472700550426136
6511,2004,GESCO,5.7563,-16.3772,1.9188,45.549,2.3103,14.2887,34788.2,1.648,10.457,1.6446182949116674
6512,2005,GESCO,7.8322,-14.4783,2.6107,47.816,2.2325,20.5207,46767.3984,1.3395,10.7529,3.821390241992326
6513,2006,GESCO,9.9081,-12.5793,3.3027,50.083,2.026,-4.6203,46577.4,1.6461,10.7489,4.521025241421534
6514,2007,GESCO,11.984,-10.6803,3.9947,52.35,1.873,17.5662,57307.4,0.9886,10.9562,4.822137991963293
6515,2008,GESCO,14.0599,-8.7813,4.6866,54.6169,1.7845,21.8416,75773.8,1.3258,11.2355,3.789935846030473
6516,2009,GESCO,21.0542,0.0,7.0181,63.0042,1.9002,15.6037,105956.4,0.5523,11.5708,2.6850631962296485
6517,2010,GESCO,21.0542,0.0,7.0181,63.0042,2.053,4.5653,118678.1,0.7847,11.6842,5.367871377257295
6518,2011,GESCO,22.2312,0.3322,7.4104,63.0042,2.0892,3.8218,126601.4,0.6645,11.7488,2.8768111207304923
6519,2012,GESCO,23.2371,0.3322,7.7457,63.0042,2.1903,2.4034,136813.9,0.6209,11.8264,2.1300278957192376
6520,2013,GESCO,23.2371,0.3322,7.7457,63.0042,2.28,3.8233,144490.4,0.5527,11.881,1.9334986992053251
6521,2014,GESCO,23.3779,0.7551,7.7926,63.0042,2.198,3.9822,143767.3,0.7581,11.876,1.5426580315466638
6522,2015,GESCO,27.5626,0.7551,9.1875,75.5268,2.106,5.003,155351.5,0.7423,11.9534,1.6309952348640806
6523,2016,GESCO,24.9572,0.7551,8.3191,63.5762,2.1057,7.4452,139328.3,0.7163,11.8446,1.9001731439180591
